Compound,hrs,yeast,rel_abundance
192.0271,362.038671967512,bel,25.800611
192.0271,362.038671967512,bel,25.844963
192.0271,143.012753673244,eng,25.604795
192.0271,143.012753673244,eng,25.87857
192.0271,143.012753673244,eng,25.857668
192.0271,191.340703825272,pil,25.69749
192.0271,191.340703825272,pil,25.951769
192.0271,191.340703825272,pil,25.927885
192.0271,118.603271921967,bel,25.399578
192.0271,118.603271921967,bel,25.588575
192.0271,118.603271921967,bel,25.573294
192.0271,238.856445833423,pil,25.396551
192.0271,238.856445833423,pil,25.722132
192.0271,238.856445833423,pil,25.712626
192.0271,407.314679682518,cal,25.328482
192.0271,407.314679682518,cal,25.61819
192.0271,407.314679682518,cal,25.64166
192.0271,407.314679682518,eng,25.356415
192.0271,407.314679682518,eng,25.650883
192.0271,407.314679682518,eng,25.638092
192.0271,58.892009639992,eng,25.446054
192.0271,58.892009639992,eng,25.777046
192.0271,58.892009639992,eng,25.773592
192.0271,118.603271921967,eng,24.975721
192.0271,118.603271921967,eng,25.859756
192.0271,118.603271921967,eng,25.821539
192.0271,166.571757496567,pil,25.21636
192.0271,166.571757496567,pil,25.596415
192.0271,166.571757496567,pil,25.565197
192.0271,143.012753673244,cal,25.06013
192.0271,143.012753673244,cal,25.316631
192.0271,143.012753673244,cal,25.34634
192.0271,36.0018715100419,sak,25.347477
192.0271,36.0018715100419,sak,25.430244
192.0271,36.0018715100419,sak,25.537092
192.0271,407.314679682518,bel,25.179474
192.0271,407.314679682518,bel,25.528694
192.0271,407.314679682518,bel,25.49238
192.0271,58.892009639992,bel,25.203873
192.0271,58.892009639992,bel,25.393982
192.0271,58.892009639992,bel,25.368736
192.0271,215.269482304951,pil,25.105991
192.0271,215.269482304951,pil,25.469053
192.0271,215.269482304951,pil,25.39793
192.0271,58.892009639992,pil,25.37999
192.0271,58.892009639992,pil,25.596087
192.0271,58.892009639992,pil,25.548128
192.0271,36.0018715100419,eng,25.115376
192.0271,36.0018715100419,eng,25.445524
192.0271,36.0018715100419,eng,25.409966
192.0271,46.85074227026,sak,25.20038
192.0271,46.85074227026,sak,25.476902
192.0271,46.85074227026,sak,25.517475
192.0271,238.856445833423,eng,25.094566
192.0271,238.856445833423,eng,25.348097
192.0271,238.856445833423,eng,25.374342
192.0271,46.85074227026,cal,25.219074
192.0271,46.85074227026,cal,25.419233
192.0271,46.85074227026,cal,25.277275
192.0271,118.603271921967,pil,25.334711
192.0271,118.603271921967,pil,25.621967
192.0271,118.603271921967,pil,25.512178
192.0271,215.269482304951,cal,25.110722
192.0271,215.269482304951,cal,25.323172
192.0271,215.269482304951,cal,25.347681
192.0271,215.269482304951,eng,25.197754
192.0271,215.269482304951,eng,25.454596
192.0271,215.269482304951,eng,25.438744
192.0271,36.0018715100419,pil,24.708403
192.0271,36.0018715100419,pil,25.17332
192.0271,36.0018715100419,pil,25.181606
192.0271,46.85074227026,bel,24.94913
192.0271,46.85074227026,bel,25.049086
192.0271,46.85074227026,bel,25.097364
192.0271,58.892009639992,sak,24.947603
192.0271,58.892009639992,sak,25.062319
192.0271,58.892009639992,sak,25.05604
192.0271,215.269482304951,sak,24.625849
192.0271,215.269482304951,sak,24.823156
192.0271,215.269482304951,sak,24.890657
192.0271,362.038671967512,cal,24.694048
192.0271,362.038671967512,cal,24.86642
192.0271,362.038671967512,cal,24.84439
192.0271,166.571757496567,eng,24.824303
192.0271,166.571757496567,eng,25.117306
192.0271,166.571757496567,eng,25.162804
192.0271,238.856445833423,sak,24.521275
192.0271,238.856445833423,sak,24.938717
192.0271,238.856445833423,sak,24.954432
192.0271,362.038671967512,eng,24.774893
192.0271,362.038671967512,eng,25.125414
192.0271,362.038671967512,eng,25.092585
192.0271,362.038671967512,sak,24.501432
192.0271,362.038671967512,sak,24.901178
192.0271,362.038671967512,sak,24.892544
192.0271,699.41261145825,cal,24.54015
192.0271,699.41261145825,cal,24.993185
192.0271,699.41261145825,cal,25.00568
192.0271,699.41261145825,sak,24.480839
192.0271,699.41261145825,sak,24.924673
192.0271,699.41261145825,sak,24.940004
192.0271,215.269482304951,bel,24.83354
192.0271,215.269482304951,bel,25.222046
192.0271,215.269482304951,bel,25.211966
192.0271,263.197139623953,eng,24.825655
192.0271,263.197139623953,eng,25.15586
192.0271,263.197139623953,eng,25.158022
192.0271,263.197139623953,pil,24.738474
192.0271,263.197139623953,pil,25.21565
192.0271,263.197139623953,pil,25.149317
192.0271,699.41261145825,bel,24.720762
192.0271,699.41261145825,bel,25.135773
192.0271,699.41261145825,bel,25.138773
192.0271,238.856445833423,bel,24.79125
192.0271,238.856445833423,bel,25.054274
192.0271,238.856445833423,bel,25.146492
192.0271,407.314679682518,sak,24.485874
192.0271,407.314679682518,sak,24.983248
192.0271,407.314679682518,sak,24.976551
192.0271,36.0018715100419,bel,24.804953
192.0271,36.0018715100419,bel,25.10568
192.0271,36.0018715100419,bel,25.093645
192.0271,95.0095085202592,bel,24.691277
192.0271,95.0095085202592,bel,25.078827
192.0271,95.0095085202592,bel,25.059124
192.0271,95.0095085202592,cal,24.631617
192.0271,95.0095085202592,cal,24.980501
192.0271,95.0095085202592,cal,25.003931
