Compound,log2_hrs,bel,cal,eng,pil,sak,,,,,,,,,,,,,,,,,,,,,
methionine,1,30.5929,30.5929,30.5929,30.5929,30.5929,,,,,,,,,,,,,,,,,,,,,
methionine,1,28.7335,28.7335,28.7335,28.7335,28.7335,,,,,,,,,,,,,,,,,,,,,
methionine,1,26.639,26.639,26.639,26.639,26.639,,,,,,,,,,,,,,,,,,,,,
methionine,1.25,30.4083,30.4083,30.4083,30.4083,30.4083,,,,,,,,,,,,,,,,,,,,,
methionine,1.25,32.2414,32.2414,32.2414,32.2414,32.2414,,,,,,,,,,,,,,,,,,,,,
methionine,1.25,30.4393,30.4393,30.4393,30.4393,30.4393,,,,,,,,,,,,,,,,,,,,,
methionine,1.87,20.9037,20.9037,20.9037,20.9037,20.9037,,,,,,,,,,,,,,,,,,,,,
methionine,1.87,20.7433,20.7433,20.7433,20.7433,20.7433,,,,,,,,,,,,,,,,,,,,,
methionine,1.87,20.6738,20.6738,20.6738,20.6738,20.6738,,,,,,,,,,,,,,,,,,,,,
methionine,2.58,17.1879,17.1879,17.1879,17.1879,17.1879,,,,,,,,,,,,,,,,,,,,,
methionine,2.58,16.989,16.989,16.989,16.989,16.989,,,,,,,,,,,,,,,,,,,,,
methionine,2.58,16.6307,16.6307,16.6307,16.6307,16.6307,,,,,,,,,,,,,,,,,,,,,
methionine,2.67,20.142,20.142,20.142,20.142,20.142,,,,,,,,,,,,,,,,,,,,,
methionine,2.67,20.182,20.182,20.182,20.182,20.182,,,,,,,,,,,,,,,,,,,,,
methionine,2.67,19.9873,19.9873,19.9873,19.9873,19.9873,,,,,,,,,,,,,,,,,,,,,
methionine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
methionine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
methionine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
methionine,3.42,31.1866,31.1866,31.1866,31.1866,31.1866,,,,,,,,,,,,,,,,,,,,,
methionine,3.42,29.5397,29.5397,29.5397,29.5397,29.5397,,,,,,,,,,,,,,,,,,,,,
methionine,3.42,28.9789,28.9789,28.9789,28.9789,28.9789,,,,,,,,,,,,,,,,,,,,,
methionine,3.5,35.4443,35.4443,35.4443,35.4443,35.4443,,,,,,,,,,,,,,,,,,,,,
methionine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
methionine,3.5,30.8478,30.8478,30.8478,30.8478,30.8478,,,,,,,,,,,,,,,,,,,,,
methionine,4.93,24.3577,24.3577,24.3577,24.3577,24.3577,,,,,,,,,,,,,,,,,,,,,
methionine,4.93,24.0922,24.0922,24.0922,24.0922,24.0922,,,,,,,,,,,,,,,,,,,,,
methionine,4.93,24.1352,24.1352,24.1352,24.1352,24.1352,,,,,,,,,,,,,,,,,,,,,
methionine,27,26.5626,37.0793,44.5718,21.1896,30.1519,,,,,,,,,,,,,,,,,,,,,
methionine,27,26.2574,,35.3542,21.5484,27.1556,,,,,,,,,,,,,,,,,,,,,
methionine,27,26.1326,32.8356,31.2578,21.1313,25.2556,,,,,,,,,,,,,,,,,,,,,
methionine,35,30.2684,6.0716,,27.5061,37.1074,,,,,,,,,,,,,,,,,,,,,
methionine,35,29.425,6.0516,31.2563,28.9853,35.6245,,,,,,,,,,,,,,,,,,,,,
methionine,35,28.5563,6.0572,30.9,28.633,34.2032,,,,,,,,,,,,,,,,,,,,,
methionine,46,27.7001,61.7522,21.6252,44.6508,25.1254,,,,,,,,,,,,,,,,,,,,,
methionine,46,24.2794,48.0946,21.2681,44.2454,25.1525,,,,,,,,,,,,,,,,,,,,,
methionine,46,22.9115,40.713,21.1407,44.4868,24.1289,,,,,,,,,,,,,,,,,,,,,
methionine,58,12.5279,9.0732,32.1441,65.4253,10.1831,,,,,,,,,,,,,,,,,,,,,
methionine,58,12.2063,8.785,30.7828,58.731,10.003,,,,,,,,,,,,,,,,,,,,,
methionine,58,12.0099,8.7938,29.8121,56.1756,9.7137,,,,,,,,,,,,,,,,,,,,,
methionine,70,9.8271,,51.3023,43.4953,26.6791,,,,,,,,,,,,,,,,,,,,,
methionine,70,9.7835,,47.1773,41.7619,21.0045,,,,,,,,,,,,,,,,,,,,,
methionine,70,9.3859,,46.7568,41.9278,15.6293,,,,,,,,,,,,,,,,,,,,,
methionine,94,8.4248,5.8541,10.7926,36.9556,7.4421,,,,,,,,,,,,,,,,,,,,,
methionine,94,8.3709,5.8619,10.5746,36.5011,7.5487,,,,,,,,,,,,,,,,,,,,,
methionine,94,8.0829,5.8536,10.9301,35.1083,7.5565,,,,,,,,,,,,,,,,,,,,,
methionine,118,7.0728,5.8545,6.1898,18.7707,8.1052,,,,,,,,,,,,,,,,,,,,,
methionine,118,7.2089,5.8697,6.112,17.4227,7.8725,,,,,,,,,,,,,,,,,,,,,
methionine,118,7.2127,5.8581,6.2893,17.6937,7.7349,,,,,,,,,,,,,,,,,,,,,
methionine,142,6.7258,5.8872,5.3825,12.6194,7.958,,,,,,,,,,,,,,,,,,,,,
methionine,142,6.7723,5.9046,5.4218,12.8102,7.7764,,,,,,,,,,,,,,,,,,,,,
methionine,142,6.6936,5.8982,5.4584,12.692,7.7676,,,,,,,,,,,,,,,,,,,,,
methionine,166,,5.903,5.8822,,17.7094,,,,,,,,,,,,,,,,,,,,,
methionine,166,,5.9157,5.8989,,15.9128,,,,,,,,,,,,,,,,,,,,,
methionine,166,,5.9283,5.9008,,15.7611,,,,,,,,,,,,,,,,,,,,,
methionine,190,6.5873,34.2794,5.616,16.2073,8.3145,,,,,,,,,,,,,,,,,,,,,
methionine,190,6.5408,35.0053,5.4922,,8.2222,,,,,,,,,,,,,,,,,,,,,
methionine,190,6.4237,33.9837,5.5571,15.5145,8.1505,,,,,,,,,,,,,,,,,,,,,
methionine,214,6.5196,6.9809,6.1039,16.9028,33.7299,,,,,,,,,,,,,,,,,,,,,
methionine,214,6.4263,6.6982,5.8672,15.1245,,,,,,,,,,,,,,,,,,,,,,
methionine,214,6.3579,,6.048,14.7838,13.5651,,,,,,,,,,,,,,,,,,,,,
methionine,238,6.1135,6.4637,6.1735,9.9545,7.0163,,,,,,,,,,,,,,,,,,,,,
methionine,238,6.0643,6.4875,6.1484,9.5869,6.9899,,,,,,,,,,,,,,,,,,,,,
methionine,238,6.0556,,6.0909,9.2627,6.969,,,,,,,,,,,,,,,,,,,,,
methionine,262,6.2022,,6.068,8.3597,9.169,,,,,,,,,,,,,,,,,,,,,
methionine,262,6.1573,,6.1041,8.3872,8.8103,,,,,,,,,,,,,,,,,,,,,
methionine,262,6.094,,6.0959,8.243,8.5277,,,,,,,,,,,,,,,,,,,,,
methionine,362,6.0824,6.9554,6.5303,9.8808,9.3017,,,,,,,,,,,,,,,,,,,,,
methionine,362,6.0487,6.8062,6.4967,9.6436,9.229,,,,,,,,,,,,,,,,,,,,,
methionine,362,6.0665,6.7076,6.4499,9.4897,9.1806,,,,,,,,,,,,,,,,,,,,,
methionine,407,6.2781,6.5195,8.6159,9.8421,,,,,,,,,,,,,,,,,,,,,,
methionine,407,6.2659,6.5591,8.1365,9.7393,,,,,,,,,,,,,,,,,,,,,,
methionine,407,6.2455,6.4865,7.8304,9.7426,,,,,,,,,,,,,,,,,,,,,,
methionine,698,6.771,,7.2432,,15.9852,,,,,,,,,,,,,,,,,,,,,
methionine,698,6.6881,,7.3621,9.3809,14.5701,,,,,,,,,,,,,,,,,,,,,
methionine,698,6.6636,,7.422,9.1227,13.351,,,,,,,,,,,,,,,,,,,,,
valine,0,99.0913,99.0913,99.0913,99.0913,99.0913,,,,,,,,,,,,,,,,,,,,,
valine,0,100.6463,100.6463,100.6463,100.6463,100.6463,,,,,,,,,,,,,,,,,,,,,
valine,0,91.8752,91.8752,91.8752,91.8752,91.8752,,,,,,,,,,,,,,,,,,,,,
valine,0.5,93.909,93.909,93.909,93.909,93.909,,,,,,,,,,,,,,,,,,,,,
valine,0.5,93.7841,93.7841,93.7841,93.7841,93.7841,,,,,,,,,,,,,,,,,,,,,
valine,0.5,95.5831,95.5831,95.5831,95.5831,95.5831,,,,,,,,,,,,,,,,,,,,,
valine,0.75,231.3002,231.3002,231.3002,231.3002,231.3002,,,,,,,,,,,,,,,,,,,,,
valine,0.75,173.2156,173.2156,173.2156,173.2156,173.2156,,,,,,,,,,,,,,,,,,,,,
valine,0.75,189.7324,189.7324,189.7324,189.7324,189.7324,,,,,,,,,,,,,,,,,,,,,
valine,1,114.4937,114.4937,114.4937,114.4937,114.4937,,,,,,,,,,,,,,,,,,,,,
valine,1,112.5107,112.5107,112.5107,112.5107,112.5107,,,,,,,,,,,,,,,,,,,,,
valine,1,102.4302,102.4302,102.4302,102.4302,102.4302,,,,,,,,,,,,,,,,,,,,,
valine,1.25,119.9833,119.9833,119.9833,119.9833,119.9833,,,,,,,,,,,,,,,,,,,,,
valine,1.25,125.0966,125.0966,125.0966,125.0966,125.0966,,,,,,,,,,,,,,,,,,,,,
valine,1.25,126.0252,126.0252,126.0252,126.0252,126.0252,,,,,,,,,,,,,,,,,,,,,
valine,1.87,81.6779,81.6779,81.6779,81.6779,81.6779,,,,,,,,,,,,,,,,,,,,,
valine,1.87,77.5322,77.5322,77.5322,77.5322,77.5322,,,,,,,,,,,,,,,,,,,,,
valine,1.87,74.6755,74.6755,74.6755,74.6755,74.6755,,,,,,,,,,,,,,,,,,,,,
valine,2.58,82.9434,82.9434,82.9434,82.9434,82.9434,,,,,,,,,,,,,,,,,,,,,
valine,2.58,79.4667,79.4667,79.4667,79.4667,79.4667,,,,,,,,,,,,,,,,,,,,,
valine,2.58,77.7032,77.7032,77.7032,77.7032,77.7032,,,,,,,,,,,,,,,,,,,,,
valine,2.67,74.2885,74.2885,74.2885,74.2885,74.2885,,,,,,,,,,,,,,,,,,,,,
valine,2.67,85.8109,85.8109,85.8109,85.8109,85.8109,,,,,,,,,,,,,,,,,,,,,
valine,2.67,84.9769,84.9769,84.9769,84.9769,84.9769,,,,,,,,,,,,,,,,,,,,,
valine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
valine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
valine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
valine,3.42,132.715,132.715,132.715,132.715,132.715,,,,,,,,,,,,,,,,,,,,,
valine,3.42,121.8818,121.8818,121.8818,121.8818,121.8818,,,,,,,,,,,,,,,,,,,,,
valine,3.42,124.8604,124.8604,124.8604,124.8604,124.8604,,,,,,,,,,,,,,,,,,,,,
valine,3.5,151.2753,151.2753,151.2753,151.2753,151.2753,,,,,,,,,,,,,,,,,,,,,
valine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
valine,3.5,137.0266,137.0266,137.0266,137.0266,137.0266,,,,,,,,,,,,,,,,,,,,,
valine,4.93,126.9171,126.9171,126.9171,126.9171,126.9171,,,,,,,,,,,,,,,,,,,,,
valine,4.93,127.4643,127.4643,127.4643,127.4643,127.4643,,,,,,,,,,,,,,,,,,,,,
valine,4.93,126.7432,126.7432,126.7432,126.7432,126.7432,,,,,,,,,,,,,,,,,,,,,
valine,27,107.3184,150.5921,251.4653,109.4923,106.7759,,,,,,,,,,,,,,,,,,,,,
valine,27,104.771,,193.4369,112.9845,100.6549,,,,,,,,,,,,,,,,,,,,,
valine,27,100.7459,126.6437,176.0066,112.7226,94.9136,,,,,,,,,,,,,,,,,,,,,
valine,35,93.4315,80.6325,,96.4219,68.0112,,,,,,,,,,,,,,,,,,,,,
valine,35,92.4246,72.7931,85.7298,102.2763,73.4904,,,,,,,,,,,,,,,,,,,,,
valine,35,89.539,67.6209,88.1193,103.7392,91.4789,,,,,,,,,,,,,,,,,,,,,
valine,46,223.3285,247.6326,110.7286,102.3758,88.2355,,,,,,,,,,,,,,,,,,,,,
valine,46,186.485,197.4509,107.8003,101.2715,90.1839,,,,,,,,,,,,,,,,,,,,,
valine,46,180.0126,162.2449,108.9418,103.255,83.1533,,,,,,,,,,,,,,,,,,,,,
valine,58,62.2686,79.0219,90.9907,131.4163,70.4498,,,,,,,,,,,,,,,,,,,,,
valine,58,61.0845,74.5125,91.6541,121.1547,67.945,,,,,,,,,,,,,,,,,,,,,
valine,58,57.4484,74.1416,83.4607,113.3882,64.5619,,,,,,,,,,,,,,,,,,,,,
valine,70,80.2005,,163.5899,94.3006,410.098,,,,,,,,,,,,,,,,,,,,,
valine,70,81.4581,,155.1546,90.8747,292.6185,,,,,,,,,,,,,,,,,,,,,
valine,70,77.7649,,161.7492,89.7807,194.1664,,,,,,,,,,,,,,,,,,,,,
valine,94,60.9741,54.3694,98.7328,149.0098,38.6774,,,,,,,,,,,,,,,,,,,,,
valine,94,65.5352,55.1842,98.3814,160.9956,43.2825,,,,,,,,,,,,,,,,,,,,,
valine,94,57.0074,51.2165,100.7396,133.4446,43.1832,,,,,,,,,,,,,,,,,,,,,
valine,118,59.9143,44.4874,92.9444,123.5845,82.6479,,,,,,,,,,,,,,,,,,,,,
valine,118,70.4012,39.9078,80.1964,114.8733,71.8574,,,,,,,,,,,,,,,,,,,,,
valine,118,62.2591,41.6866,95.3935,119.4806,69.3702,,,,,,,,,,,,,,,,,,,,,
valine,142,57.9429,50.0389,69.3698,78.8757,68.4869,,,,,,,,,,,,,,,,,,,,,
valine,142,55.5519,44.1827,59.4246,82.6098,67.7285,,,,,,,,,,,,,,,,,,,,,
valine,142,53.0239,48.447,57.102,76.9137,66.4378,,,,,,,,,,,,,,,,,,,,,
valine,166,,52.5325,64.7145,,130.6959,,,,,,,,,,,,,,,,,,,,,
valine,166,,67.5687,65.8177,,114.053,,,,,,,,,,,,,,,,,,,,,
valine,166,,72.0544,63.9755,,126.17,,,,,,,,,,,,,,,,,,,,,
valine,190,71.0129,57.6606,85.7975,143.5616,74.26,,,,,,,,,,,,,,,,,,,,,
valine,190,60.3436,60.5869,95.0427,,68.523,,,,,,,,,,,,,,,,,,,,,
valine,190,60.1927,60.8385,91.3483,139.1265,65.5628,,,,,,,,,,,,,,,,,,,,,
valine,214,106.2008,354.4371,173.5621,222.8394,685.1565,,,,,,,,,,,,,,,,,,,,,
valine,214,93.7591,268.9105,139.7049,198.4759,,,,,,,,,,,,,,,,,,,,,,
valine,214,76.0609,,127.5642,185.8115,206.6751,,,,,,,,,,,,,,,,,,,,,
valine,238,45.0524,164.928,104.895,80.4233,23.1337,,,,,,,,,,,,,,,,,,,,,
valine,238,42.2963,150.1361,96.9404,75.2079,24.5098,,,,,,,,,,,,,,,,,,,,,
valine,238,42.5001,,93.0614,66.927,25.1553,,,,,,,,,,,,,,,,,,,,,
valine,262,73.3402,,88.0886,58.5503,56.4328,,,,,,,,,,,,,,,,,,,,,
valine,262,72.1861,,84.8763,58.2959,55.7366,,,,,,,,,,,,,,,,,,,,,
valine,262,64.4853,,84.9205,56.2915,51.5279,,,,,,,,,,,,,,,,,,,,,
valine,362,51.418,92.969,77.9184,74.5215,52.08,,,,,,,,,,,,,,,,,,,,,
valine,362,49.8392,84.3856,73.27,71.8494,49.5825,,,,,,,,,,,,,,,,,,,,,
valine,362,52.0728,75.9369,73.706,70.3737,50.4829,,,,,,,,,,,,,,,,,,,,,
valine,407,43.407,67.4055,304.0548,79.9385,,,,,,,,,,,,,,,,,,,,,,
valine,407,43.0521,72.1188,246.1263,79.7034,,,,,,,,,,,,,,,,,,,,,,
valine,407,42.8628,62.0563,220.222,78.1258,,,,,,,,,,,,,,,,,,,,,,
valine,698,76.9199,,83.8515,,103.8689,,,,,,,,,,,,,,,,,,,,,
valine,698,77.2325,,85.0823,79.1168,98.782,,,,,,,,,,,,,,,,,,,,,
valine,698,75.0076,,78.8614,63.2737,83.1909,,,,,,,,,,,,,,,,,,,,,
proline,0,1094.687,1094.687,1094.687,1094.687,1094.687,,,,,,,,,,,,,,,,,,,,,
proline,0,1006.746,1006.746,1006.746,1006.746,1006.746,,,,,,,,,,,,,,,,,,,,,
proline,0,886.1703,886.1703,886.1703,886.1703,886.1703,,,,,,,,,,,,,,,,,,,,,
proline,0.5,521.8159,521.8159,521.8159,521.8159,521.8159,,,,,,,,,,,,,,,,,,,,,
proline,0.5,545.4385,545.4385,545.4385,545.4385,545.4385,,,,,,,,,,,,,,,,,,,,,
proline,0.5,533.8161,533.8161,533.8161,533.8161,533.8161,,,,,,,,,,,,,,,,,,,,,
proline,0.75,1486.879,1486.879,1486.879,1486.879,1486.879,,,,,,,,,,,,,,,,,,,,,
proline,0.75,1290.881,1290.881,1290.881,1290.881,1290.881,,,,,,,,,,,,,,,,,,,,,
proline,0.75,1279.259,1279.259,1279.259,1279.259,1279.259,,,,,,,,,,,,,,,,,,,,,
proline,1,596.3542,596.3542,596.3542,596.3542,596.3542,,,,,,,,,,,,,,,,,,,,,
proline,1,587.829,587.829,587.829,587.829,587.829,,,,,,,,,,,,,,,,,,,,,
proline,1,546.2639,546.2639,546.2639,546.2639,546.2639,,,,,,,,,,,,,,,,,,,,,
proline,1.25,640.9736,640.9736,640.9736,640.9736,640.9736,,,,,,,,,,,,,,,,,,,,,
proline,1.25,711.7196,711.7196,711.7196,711.7196,711.7196,,,,,,,,,,,,,,,,,,,,,
proline,1.25,672.0022,672.0022,672.0022,672.0022,672.0022,,,,,,,,,,,,,,,,,,,,,
proline,1.87,490.0913,490.0913,490.0913,490.0913,490.0913,,,,,,,,,,,,,,,,,,,,,
proline,1.87,492.3121,492.3121,492.3121,492.3121,492.3121,,,,,,,,,,,,,,,,,,,,,
proline,1.87,541.3812,541.3812,541.3812,541.3812,541.3812,,,,,,,,,,,,,,,,,,,,,
proline,2.58,326.0929,326.0929,326.0929,326.0929,326.0929,,,,,,,,,,,,,,,,,,,,,
proline,2.58,326.5079,326.5079,326.5079,326.5079,326.5079,,,,,,,,,,,,,,,,,,,,,
proline,2.58,324.7549,324.7549,324.7549,324.7549,324.7549,,,,,,,,,,,,,,,,,,,,,
proline,2.67,530.2338,530.2338,530.2338,530.2338,530.2338,,,,,,,,,,,,,,,,,,,,,
proline,2.67,528.4095,528.4095,528.4095,528.4095,528.4095,,,,,,,,,,,,,,,,,,,,,
proline,2.67,526.9587,526.9587,526.9587,526.9587,526.9587,,,,,,,,,,,,,,,,,,,,,
proline,3,,,,,,,,,,,,,,,,,,,,,,,,,,
proline,3,,,,,,,,,,,,,,,,,,,,,,,,,,
proline,3,,,,,,,,,,,,,,,,,,,,,,,,,,
proline,3.42,724.7256,724.7256,724.7256,724.7256,724.7256,,,,,,,,,,,,,,,,,,,,,
proline,3.42,684.1279,684.1279,684.1279,684.1279,684.1279,,,,,,,,,,,,,,,,,,,,,
proline,3.42,680.773,680.773,680.773,680.773,680.773,,,,,,,,,,,,,,,,,,,,,
proline,3.5,790.6668,790.6668,790.6668,790.6668,790.6668,,,,,,,,,,,,,,,,,,,,,
proline,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
proline,3.5,727.2059,727.2059,727.2059,727.2059,727.2059,,,,,,,,,,,,,,,,,,,,,
proline,4.93,471.2808,471.2808,471.2808,471.2808,471.2808,,,,,,,,,,,,,,,,,,,,,
proline,4.93,472.1391,472.1391,472.1391,472.1391,472.1391,,,,,,,,,,,,,,,,,,,,,
proline,4.93,474.4816,474.4816,474.4816,474.4816,474.4816,,,,,,,,,,,,,,,,,,,,,
proline,27,653.2242,772.0822,911.3272,385.9869,550.7692,,,,,,,,,,,,,,,,,,,,,
proline,27,629.7188,,716.4275,400.346,512.2434,,,,,,,,,,,,,,,,,,,,,
proline,27,641.531,684.0601,617.2394,395.3467,489.1332,,,,,,,,,,,,,,,,,,,,,
proline,35,490.0312,808.0052,,541.3158,700.3817,,,,,,,,,,,,,,,,,,,,,
proline,35,490.6671,766.7689,469.174,539.3215,685.833,,,,,,,,,,,,,,,,,,,,,
proline,35,469.4185,722.1847,468.3545,535.8079,689.1114,,,,,,,,,,,,,,,,,,,,,
proline,46,930.8309,1306.0063,374.0512,673.9686,519.5179,,,,,,,,,,,,,,,,,,,,,
proline,46,780.4208,1062.241,370.7903,674.8381,543.9567,,,,,,,,,,,,,,,,,,,,,
proline,46,754.1815,913.9218,378.1621,686.2748,519.1536,,,,,,,,,,,,,,,,,,,,,
proline,58,494.9602,608.7054,495.6059,592.3248,594.5872,,,,,,,,,,,,,,,,,,,,,
proline,58,489.8399,563.3437,483.8091,548.6134,585.8844,,,,,,,,,,,,,,,,,,,,,
proline,58,480.1581,588.5415,461.4317,532.5549,565.9385,,,,,,,,,,,,,,,,,,,,,
proline,70,525.4691,,902.3752,605.1442,3563.2869,,,,,,,,,,,,,,,,,,,,,
proline,70,509.2926,,852.0491,567.7077,2750.7977,,,,,,,,,,,,,,,,,,,,,
proline,70,462.8033,,850.2917,569.936,1838.2527,,,,,,,,,,,,,,,,,,,,,
proline,94,729.9828,632.1782,569.0158,795.642,419.5485,,,,,,,,,,,,,,,,,,,,,
proline,94,729.5479,633.7369,557.3499,779.604,468.7415,,,,,,,,,,,,,,,,,,,,,
proline,94,626.6179,599.4558,574.0904,744.5538,493.4941,,,,,,,,,,,,,,,,,,,,,
proline,118,450.9916,594.3603,734.6777,484.6353,882.2059,,,,,,,,,,,,,,,,,,,,,
proline,118,477.046,556.2991,607.549,436.3784,850.9599,,,,,,,,,,,,,,,,,,,,,
proline,118,483.1266,594.5893,833.1589,450.5149,845.1289,,,,,,,,,,,,,,,,,,,,,
proline,142,698.6888,620.375,872.7858,539.1282,812.4915,,,,,,,,,,,,,,,,,,,,,
proline,142,699.9989,660.3646,846.7753,549.0447,810.4485,,,,,,,,,,,,,,,,,,,,,
proline,142,660.2236,626.7895,862.2412,546.995,794.0395,,,,,,,,,,,,,,,,,,,,,
proline,166,,401.4752,653.9126,,1217.9568,,,,,,,,,,,,,,,,,,,,,
proline,166,,450.9717,659.1711,,992.2489,,,,,,,,,,,,,,,,,,,,,
proline,166,,469.6854,648.8785,,903.4255,,,,,,,,,,,,,,,,,,,,,
proline,190,880.102,264.4385,1106.021,989.9402,808.6431,,,,,,,,,,,,,,,,,,,,,
proline,190,835.7004,293.3881,1055.73,,794.2704,,,,,,,,,,,,,,,,,,,,,
proline,190,860.2043,310.9334,1081.706,1037.194,789.3711,,,,,,,,,,,,,,,,,,,,,
proline,214,981.9134,2324.6996,1245.9688,1171.7287,4799.8378,,,,,,,,,,,,,,,,,,,,,
proline,214,800.9309,1763.0341,1080.6612,1006.9679,,,,,,,,,,,,,,,,,,,,,,
proline,214,700.2311,,1078.7045,976.2437,1466.2973,,,,,,,,,,,,,,,,,,,,,
proline,238,643.6905,1611.474,694.0312,668.9675,268.4597,,,,,,,,,,,,,,,,,,,,,
proline,238,567.3556,1556.098,650.407,636.4948,278.0034,,,,,,,,,,,,,,,,,,,,,
proline,238,581.8808,,622.8202,592.543,288.0618,,,,,,,,,,,,,,,,,,,,,
proline,262,642.4978,,440.9014,563.5784,633.928,,,,,,,,,,,,,,,,,,,,,
proline,262,616.7805,,431.0994,579.3461,628.1742,,,,,,,,,,,,,,,,,,,,,
proline,262,568.6166,,429.9911,579.7783,590.9257,,,,,,,,,,,,,,,,,,,,,
proline,362,662.1885,800.9111,604.8279,578.3543,550.8661,,,,,,,,,,,,,,,,,,,,,
proline,362,679.0027,763.5554,591.1755,566.5671,558.1443,,,,,,,,,,,,,,,,,,,,,
proline,362,671.1357,698.5576,580.8226,499.4661,560.0936,,,,,,,,,,,,,,,,,,,,,
proline,407,682.5834,458.3785,1490.3692,426.6239,,,,,,,,,,,,,,,,,,,,,,
proline,407,706.9079,466.8156,1222.3259,420.6118,,,,,,,,,,,,,,,,,,,,,,
proline,407,738.7853,440.1966,1072.159,420.9732,,,,,,,,,,,,,,,,,,,,,,
proline,698,1033.8556,,759.8068,,1121.9519,,,,,,,,,,,,,,,,,,,,,
proline,698,955.3559,,803.0996,699.2289,943.0366,,,,,,,,,,,,,,,,,,,,,
proline,698,954.4928,,766.8912,556.8345,819.4175,,,,,,,,,,,,,,,,,,,,,
tyrosine,0,352.9739,352.9739,352.9739,352.9739,352.9739,,,,,,,,,,,,,,,,,,,,,
tyrosine,0,320.5711,320.5711,320.5711,320.5711,320.5711,,,,,,,,,,,,,,,,,,,,,
tyrosine,0,296.1775,296.1775,296.1775,296.1775,296.1775,,,,,,,,,,,,,,,,,,,,,
tyrosine,0.5,477.6028,477.6028,477.6028,477.6028,477.6028,,,,,,,,,,,,,,,,,,,,,
tyrosine,0.5,500.8799,500.8799,500.8799,500.8799,500.8799,,,,,,,,,,,,,,,,,,,,,
tyrosine,0.5,486.5842,486.5842,486.5842,486.5842,486.5842,,,,,,,,,,,,,,,,,,,,,
tyrosine,0.75,2408.923,2408.923,2408.923,2408.923,2408.923,,,,,,,,,,,,,,,,,,,,,
tyrosine,0.75,2062.745,2062.745,2062.745,2062.745,2062.745,,,,,,,,,,,,,,,,,,,,,
tyrosine,0.75,1876.68,1876.68,1876.68,1876.68,1876.68,,,,,,,,,,,,,,,,,,,,,
tyrosine,1,732.7377,732.7377,732.7377,732.7377,732.7377,,,,,,,,,,,,,,,,,,,,,
tyrosine,1,680.1926,680.1926,680.1926,680.1926,680.1926,,,,,,,,,,,,,,,,,,,,,
tyrosine,1,612.5606,612.5606,612.5606,612.5606,612.5606,,,,,,,,,,,,,,,,,,,,,
tyrosine,1.25,784.9646,784.9646,784.9646,784.9646,784.9646,,,,,,,,,,,,,,,,,,,,,
tyrosine,1.25,830.8628,830.8628,830.8628,830.8628,830.8628,,,,,,,,,,,,,,,,,,,,,
tyrosine,1.25,753.253,753.253,753.253,753.253,753.253,,,,,,,,,,,,,,,,,,,,,
tyrosine,1.87,279.9627,279.9627,279.9627,279.9627,279.9627,,,,,,,,,,,,,,,,,,,,,
tyrosine,1.87,290.585,290.585,290.585,290.585,290.585,,,,,,,,,,,,,,,,,,,,,
tyrosine,1.87,303.703,303.703,303.703,303.703,303.703,,,,,,,,,,,,,,,,,,,,,
tyrosine,2.58,161.3747,161.3747,161.3747,161.3747,161.3747,,,,,,,,,,,,,,,,,,,,,
tyrosine,2.58,163.7079,163.7079,163.7079,163.7079,163.7079,,,,,,,,,,,,,,,,,,,,,
tyrosine,2.58,169.2568,169.2568,169.2568,169.2568,169.2568,,,,,,,,,,,,,,,,,,,,,
tyrosine,2.67,280.5146,280.5146,280.5146,280.5146,280.5146,,,,,,,,,,,,,,,,,,,,,
tyrosine,2.67,258.0501,258.0501,258.0501,258.0501,258.0501,,,,,,,,,,,,,,,,,,,,,
tyrosine,2.67,239.237,239.237,239.237,239.237,239.237,,,,,,,,,,,,,,,,,,,,,
tyrosine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrosine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrosine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrosine,3.42,812.3688,812.3688,812.3688,812.3688,812.3688,,,,,,,,,,,,,,,,,,,,,
tyrosine,3.42,728.6233,728.6233,728.6233,728.6233,728.6233,,,,,,,,,,,,,,,,,,,,,
tyrosine,3.42,664.5903,664.5903,664.5903,664.5903,664.5903,,,,,,,,,,,,,,,,,,,,,
tyrosine,3.5,817.905,817.905,817.905,817.905,817.905,,,,,,,,,,,,,,,,,,,,,
tyrosine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrosine,3.5,718.312,718.312,718.312,718.312,718.312,,,,,,,,,,,,,,,,,,,,,
tyrosine,4.93,235.7514,235.7514,235.7514,235.7514,235.7514,,,,,,,,,,,,,,,,,,,,,
tyrosine,4.93,229.6454,229.6454,229.6454,229.6454,229.6454,,,,,,,,,,,,,,,,,,,,,
tyrosine,4.93,222.5174,222.5174,222.5174,222.5174,222.5174,,,,,,,,,,,,,,,,,,,,,
tyrosine,27,521.2205,1016.1499,459.9444,283.1337,831.2151,,,,,,,,,,,,,,,,,,,,,
