Compound,log2_hrs,bel,cal,eng,pil,sak,,,,,,,,,,,,,,,,,,,,,
tyrosine,27,538.4368,,384.564,286.8175,703.9857,,,,,,,,,,,,,,,,,,,,,
tyrosine,27,534.2577,859.1462,371.7031,279.2301,667.0824,,,,,,,,,,,,,,,,,,,,,
tyrosine,35,424.0471,183.9008,,368.1148,939.5016,,,,,,,,,,,,,,,,,,,,,
tyrosine,35,394.7344,164.0437,562.6269,392.1592,843.9956,,,,,,,,,,,,,,,,,,,,,
tyrosine,35,394.9041,146.0351,514.3118,362.1888,864.4643,,,,,,,,,,,,,,,,,,,,,
tyrosine,46,436.442,872.3492,316.6033,720.5646,354.0714,,,,,,,,,,,,,,,,,,,,,
tyrosine,46,360.3249,560.8393,307.9254,745.0745,336.5315,,,,,,,,,,,,,,,,,,,,,
tyrosine,46,335.0668,431.6269,319.9472,699.2452,302.3434,,,,,,,,,,,,,,,,,,,,,
tyrosine,58,179.0784,161.5697,444.41,1283.332,83.3463,,,,,,,,,,,,,,,,,,,,,
tyrosine,58,172.0957,147.2756,436.9727,1001.183,88.0622,,,,,,,,,,,,,,,,,,,,,
tyrosine,58,165.009,146.2181,452.7922,978.438,92.6762,,,,,,,,,,,,,,,,,,,,,
tyrosine,70,135.3413,,779.8456,455.0605,971.6708,,,,,,,,,,,,,,,,,,,,,
tyrosine,70,131.2753,,763.2172,474.6395,717.6876,,,,,,,,,,,,,,,,,,,,,
tyrosine,70,120.4817,,728.388,460.646,459.5982,,,,,,,,,,,,,,,,,,,,,
tyrosine,94,192.7848,108.6716,133.2229,419.6352,67.1115,,,,,,,,,,,,,,,,,,,,,
tyrosine,94,191.2915,104.5544,133.8793,430.7531,77.6414,,,,,,,,,,,,,,,,,,,,,
tyrosine,94,159.6689,98.2218,143.9609,389.0048,76.2882,,,,,,,,,,,,,,,,,,,,,
tyrosine,118,102.2432,97.6895,209.1901,149.6364,216.6477,,,,,,,,,,,,,,,,,,,,,
tyrosine,118,107.0519,89.3965,177.2632,139.5898,195.3394,,,,,,,,,,,,,,,,,,,,,
tyrosine,118,108.7499,91.6827,198.0766,142.7417,198.632,,,,,,,,,,,,,,,,,,,,,
tyrosine,142,93.1659,80.308,107.6599,71.9171,137.1459,,,,,,,,,,,,,,,,,,,,,
tyrosine,142,88.8313,78.4732,121.8805,83.4017,131.0787,,,,,,,,,,,,,,,,,,,,,
tyrosine,142,80.9847,79.1139,123.3213,77.2234,118.9163,,,,,,,,,,,,,,,,,,,,,
tyrosine,166,,61.1759,141.7237,,262.0374,,,,,,,,,,,,,,,,,,,,,
tyrosine,166,,70.8487,143.9993,,218.3161,,,,,,,,,,,,,,,,,,,,,
tyrosine,166,,74.7128,138.6556,,219.2425,,,,,,,,,,,,,,,,,,,,,
tyrosine,190,216.0118,654.8418,200.7812,297.461,127.8101,,,,,,,,,,,,,,,,,,,,,
tyrosine,190,184.8835,646.8015,188.4137,,124.373,,,,,,,,,,,,,,,,,,,,,
tyrosine,190,178.315,642.9187,199.4829,282.6358,107.1589,,,,,,,,,,,,,,,,,,,,,
tyrosine,214,199.8969,452.4685,377.1401,321.1315,1398.2891,,,,,,,,,,,,,,,,,,,,,
tyrosine,214,161.9528,327.7023,326.0223,278.3607,,,,,,,,,,,,,,,,,,,,,,
tyrosine,214,141.7194,,316.4889,266.6257,386.2167,,,,,,,,,,,,,,,,,,,,,
tyrosine,238,124.9707,308.7281,275.662,174.3469,74.1975,,,,,,,,,,,,,,,,,,,,,
tyrosine,238,114.4004,266.3852,241.5511,161.9792,72.9905,,,,,,,,,,,,,,,,,,,,,
tyrosine,238,112.6247,,220.7784,152.0661,74.3442,,,,,,,,,,,,,,,,,,,,,
tyrosine,262,140.4344,,129.2058,107.3238,179.3074,,,,,,,,,,,,,,,,,,,,,
tyrosine,262,129.8353,,126.0758,112.9489,163.9735,,,,,,,,,,,,,,,,,,,,,
tyrosine,262,117.0468,,124.3228,109.7844,154.9907,,,,,,,,,,,,,,,,,,,,,
tyrosine,362,87.6191,163.2997,162.5203,158.8743,143.5587,,,,,,,,,,,,,,,,,,,,,
tyrosine,362,86.4794,150.6844,156.3021,150.456,144.3722,,,,,,,,,,,,,,,,,,,,,
tyrosine,362,82.2199,145.1383,149.6766,111.339,143,,,,,,,,,,,,,,,,,,,,,
tyrosine,407,113.7071,76.734,440.8216,125.1846,,,,,,,,,,,,,,,,,,,,,,
tyrosine,407,112.6534,77.1221,356.4847,122.2415,,,,,,,,,,,,,,,,,,,,,,
tyrosine,407,117.5681,73.1847,307.7597,122.1436,,,,,,,,,,,,,,,,,,,,,,
tyrosine,698,231.3271,,167.4238,,293.505,,,,,,,,,,,,,,,,,,,,,
tyrosine,698,217.1639,,178.3259,125.791,252.1581,,,,,,,,,,,,,,,,,,,,,
tyrosine,698,208.5958,,165.5722,119.0083,215.8861,,,,,,,,,,,,,,,,,,,,,
threonine,0,88.0052,88.0052,88.0052,88.0052,88.0052,,,,,,,,,,,,,,,,,,,,,
threonine,0,77.9356,77.9356,77.9356,77.9356,77.9356,,,,,,,,,,,,,,,,,,,,,
threonine,0,69.4496,69.4496,69.4496,69.4496,69.4496,,,,,,,,,,,,,,,,,,,,,
threonine,0.5,80.1495,80.1495,80.1495,80.1495,80.1495,,,,,,,,,,,,,,,,,,,,,
threonine,0.5,78.7406,78.7406,78.7406,78.7406,78.7406,,,,,,,,,,,,,,,,,,,,,
threonine,0.5,79.2032,79.2032,79.2032,79.2032,79.2032,,,,,,,,,,,,,,,,,,,,,
threonine,0.75,229.4972,229.4972,229.4972,229.4972,229.4972,,,,,,,,,,,,,,,,,,,,,
threonine,0.75,200.4957,200.4957,200.4957,200.4957,200.4957,,,,,,,,,,,,,,,,,,,,,
threonine,0.75,179.2759,179.2759,179.2759,179.2759,179.2759,,,,,,,,,,,,,,,,,,,,,
threonine,1,99.5783,99.5783,99.5783,99.5783,99.5783,,,,,,,,,,,,,,,,,,,,,
threonine,1,95.8167,95.8167,95.8167,95.8167,95.8167,,,,,,,,,,,,,,,,,,,,,
threonine,1,87.0984,87.0984,87.0984,87.0984,87.0984,,,,,,,,,,,,,,,,,,,,,
threonine,1.25,88.8162,88.8162,88.8162,88.8162,88.8162,,,,,,,,,,,,,,,,,,,,,
threonine,1.25,97.6174,97.6174,97.6174,97.6174,97.6174,,,,,,,,,,,,,,,,,,,,,
threonine,1.25,90.1715,90.1715,90.1715,90.1715,90.1715,,,,,,,,,,,,,,,,,,,,,
threonine,1.87,61.4812,61.4812,61.4812,61.4812,61.4812,,,,,,,,,,,,,,,,,,,,,
threonine,1.87,60.072,60.072,60.072,60.072,60.072,,,,,,,,,,,,,,,,,,,,,
threonine,1.87,55.1363,55.1363,55.1363,55.1363,55.1363,,,,,,,,,,,,,,,,,,,,,
threonine,2.58,45.9018,45.9018,45.9018,45.9018,45.9018,,,,,,,,,,,,,,,,,,,,,
threonine,2.58,46.7827,46.7827,46.7827,46.7827,46.7827,,,,,,,,,,,,,,,,,,,,,
threonine,2.58,44.5773,44.5773,44.5773,44.5773,44.5773,,,,,,,,,,,,,,,,,,,,,
threonine,2.67,59.2696,59.2696,59.2696,59.2696,59.2696,,,,,,,,,,,,,,,,,,,,,
threonine,2.67,59.2472,59.2472,59.2472,59.2472,59.2472,,,,,,,,,,,,,,,,,,,,,
threonine,2.67,57.7783,57.7783,57.7783,57.7783,57.7783,,,,,,,,,,,,,,,,,,,,,
threonine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
threonine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
threonine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
threonine,3.42,105.3143,105.3143,105.3143,105.3143,105.3143,,,,,,,,,,,,,,,,,,,,,
threonine,3.42,95.1793,95.1793,95.1793,95.1793,95.1793,,,,,,,,,,,,,,,,,,,,,
threonine,3.42,96.8588,96.8588,96.8588,96.8588,96.8588,,,,,,,,,,,,,,,,,,,,,
threonine,3.5,117.9753,117.9753,117.9753,117.9753,117.9753,,,,,,,,,,,,,,,,,,,,,
threonine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
threonine,3.5,105.0352,105.0352,105.0352,105.0352,105.0352,,,,,,,,,,,,,,,,,,,,,
threonine,4.93,74.9106,74.9106,74.9106,74.9106,74.9106,,,,,,,,,,,,,,,,,,,,,
threonine,4.93,74.6827,74.6827,74.6827,74.6827,74.6827,,,,,,,,,,,,,,,,,,,,,
threonine,4.93,72.9974,72.9974,72.9974,72.9974,72.9974,,,,,,,,,,,,,,,,,,,,,
threonine,27,82.2606,126.6822,151.0588,65.3191,85.6144,,,,,,,,,,,,,,,,,,,,,
threonine,27,81.4919,,119.0596,67.6221,83.9832,,,,,,,,,,,,,,,,,,,,,
threonine,27,80.5148,104.8547,102.7423,65.3039,79.2457,,,,,,,,,,,,,,,,,,,,,
threonine,35,64.6261,6.6868,,65.223,94.8775,,,,,,,,,,,,,,,,,,,,,
threonine,35,61.7114,6.8335,70.082,72.2982,89.3814,,,,,,,,,,,,,,,,,,,,,
threonine,35,63.2139,6.5758,66.9428,71.7333,88.7621,,,,,,,,,,,,,,,,,,,,,
threonine,46,81.5723,92.0918,63.35,63.6857,44.044,,,,,,,,,,,,,,,,,,,,,
threonine,46,69.2662,75.6169,58.8771,64.8731,46.927,,,,,,,,,,,,,,,,,,,,,
threonine,46,64.7475,62.2371,60.0366,67.4294,43.5403,,,,,,,,,,,,,,,,,,,,,
threonine,58,34.1985,6.3538,62.5316,23.9896,18.395,,,,,,,,,,,,,,,,,,,,,
threonine,58,32.4058,6.0693,60.4127,19.8725,18.0058,,,,,,,,,,,,,,,,,,,,,
threonine,58,31.8205,6.1791,60.1482,19.1541,17.6969,,,,,,,,,,,,,,,,,,,,,
threonine,70,34.5758,,91.9103,60.2596,111.8128,,,,,,,,,,,,,,,,,,,,,
threonine,70,34.7783,,93.8551,58.7604,78.9097,,,,,,,,,,,,,,,,,,,,,
threonine,70,33.2778,,92.7935,59.2849,52.0934,,,,,,,,,,,,,,,,,,,,,
threonine,94,34.4022,3.525,18.6336,91.2905,10.6118,,,,,,,,,,,,,,,,,,,,,
threonine,94,34.3623,3.5154,20.3016,88.2383,10.9767,,,,,,,,,,,,,,,,,,,,,
threonine,94,31.3721,3.5458,19.2476,82.765,10.4952,,,,,,,,,,,,,,,,,,,,,
threonine,118,23.9025,2.3053,6.4362,44.5013,14.7019,,,,,,,,,,,,,,,,,,,,,
threonine,118,23.4365,2.4401,6.6912,38.5441,13.6623,,,,,,,,,,,,,,,,,,,,,
threonine,118,23.9942,2.5388,6.4013,42.0093,13.9713,,,,,,,,,,,,,,,,,,,,,
threonine,142,23.4864,2.8154,5.4222,21.3783,12.2744,,,,,,,,,,,,,,,,,,,,,
threonine,142,23.4938,2.6737,4.4312,22.6988,11.3357,,,,,,,,,,,,,,,,,,,,,
threonine,142,22.3374,2.7038,4.4308,21.5935,12.3961,,,,,,,,,,,,,,,,,,,,,
threonine,166,,,3.6363,,29.6703,,,,,,,,,,,,,,,,,,,,,
threonine,166,,,4.6811,,26.3881,,,,,,,,,,,,,,,,,,,,,
threonine,166,,,4.3352,,29.1907,,,,,,,,,,,,,,,,,,,,,
threonine,190,38.5161,12.17,6.4083,27.3589,14.2635,,,,,,,,,,,,,,,,,,,,,
threonine,190,30.3287,13.0737,4.7805,,12.5251,,,,,,,,,,,,,,,,,,,,,
threonine,190,30.4099,12.4626,6.8663,26.4455,12.5061,,,,,,,,,,,,,,,,,,,,,
threonine,214,40.5722,8.4192,9.6987,24.639,113.4736,,,,,,,,,,,,,,,,,,,,,
threonine,214,32.4825,9.0596,6.0077,21.3855,,,,,,,,,,,,,,,,,,,,,,
threonine,214,30.5735,,6.9145,21.0916,35.7439,,,,,,,,,,,,,,,,,,,,,
threonine,238,23.1866,6.2239,7.6239,17.365,7.4805,,,,,,,,,,,,,,,,,,,,,
threonine,238,22.5195,5.5444,6.953,13.8231,7.6674,,,,,,,,,,,,,,,,,,,,,
threonine,238,21.6604,,7.3758,13.4656,7.5912,,,,,,,,,,,,,,,,,,,,,
threonine,262,30.2086,,5.3444,8.8615,15.1149,,,,,,,,,,,,,,,,,,,,,
threonine,262,28.026,,4.9785,8.0704,14.5428,,,,,,,,,,,,,,,,,,,,,
threonine,262,26.2163,,4.9337,8.5616,15.7099,,,,,,,,,,,,,,,,,,,,,
threonine,362,22.4233,6.8057,7.7997,10.9492,16.3439,,,,,,,,,,,,,,,,,,,,,
threonine,362,23.2132,6.3254,7.25,10.5257,16.0266,,,,,,,,,,,,,,,,,,,,,
threonine,362,24.2275,5.8871,7.1833,10.0738,15.8136,,,,,,,,,,,,,,,,,,,,,
threonine,407,19.2536,4.6295,19.0507,11.3733,,,,,,,,,,,,,,,,,,,,,,
threonine,407,18.7623,4.7402,16.0047,10.6332,,,,,,,,,,,,,,,,,,,,,,
threonine,407,20.5298,4.4143,15.0291,10.3316,,,,,,,,,,,,,,,,,,,,,,
threonine,698,42.8229,,9.557,,36.194,,,,,,,,,,,,,,,,,,,,,
threonine,698,42.4695,,9.5481,12.3859,36.6442,,,,,,,,,,,,,,,,,,,,,
threonine,698,40.2644,,9.2282,12.0095,31.6231,,,,,,,,,,,,,,,,,,,,,
serine,0,116.5094,116.5094,116.5094,116.5094,116.5094,,,,,,,,,,,,,,,,,,,,,
serine,0,104.1098,104.1098,104.1098,104.1098,104.1098,,,,,,,,,,,,,,,,,,,,,
serine,0,89.8416,89.8416,89.8416,89.8416,89.8416,,,,,,,,,,,,,,,,,,,,,
serine,0.5,77.2944,77.2944,77.2944,77.2944,77.2944,,,,,,,,,,,,,,,,,,,,,
serine,0.5,73.9188,73.9188,73.9188,73.9188,73.9188,,,,,,,,,,,,,,,,,,,,,
serine,0.5,74.3338,74.3338,74.3338,74.3338,74.3338,,,,,,,,,,,,,,,,,,,,,
serine,0.75,150.3887,150.3887,150.3887,150.3887,150.3887,,,,,,,,,,,,,,,,,,,,,
serine,0.75,134.2412,134.2412,134.2412,134.2412,134.2412,,,,,,,,,,,,,,,,,,,,,
serine,0.75,129.6656,129.6656,129.6656,129.6656,129.6656,,,,,,,,,,,,,,,,,,,,,
serine,1,89.0093,89.0093,89.0093,89.0093,89.0093,,,,,,,,,,,,,,,,,,,,,
serine,1,89.7675,89.7675,89.7675,89.7675,89.7675,,,,,,,,,,,,,,,,,,,,,
serine,1,82.25,82.25,82.25,82.25,82.25,,,,,,,,,,,,,,,,,,,,,
serine,1.25,68.9689,68.9689,68.9689,68.9689,68.9689,,,,,,,,,,,,,,,,,,,,,
serine,1.25,72.9441,72.9441,72.9441,72.9441,72.9441,,,,,,,,,,,,,,,,,,,,,
serine,1.25,71.7454,71.7454,71.7454,71.7454,71.7454,,,,,,,,,,,,,,,,,,,,,
serine,1.87,64.3441,64.3441,64.3441,64.3441,64.3441,,,,,,,,,,,,,,,,,,,,,
serine,1.87,65.0121,65.0121,65.0121,65.0121,65.0121,,,,,,,,,,,,,,,,,,,,,
serine,1.87,52.7164,52.7164,52.7164,52.7164,52.7164,,,,,,,,,,,,,,,,,,,,,
serine,2.58,65.5048,65.5048,65.5048,65.5048,65.5048,,,,,,,,,,,,,,,,,,,,,
serine,2.58,64.9564,64.9564,64.9564,64.9564,64.9564,,,,,,,,,,,,,,,,,,,,,
serine,2.58,62.9688,62.9688,62.9688,62.9688,62.9688,,,,,,,,,,,,,,,,,,,,,
serine,2.67,88.0264,88.0264,88.0264,88.0264,88.0264,,,,,,,,,,,,,,,,,,,,,
serine,2.67,84.5179,84.5179,84.5179,84.5179,84.5179,,,,,,,,,,,,,,,,,,,,,
serine,2.67,89.3831,89.3831,89.3831,89.3831,89.3831,,,,,,,,,,,,,,,,,,,,,
serine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
serine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
serine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
serine,3.42,149.7504,149.7504,149.7504,149.7504,149.7504,,,,,,,,,,,,,,,,,,,,,
serine,3.42,138.2489,138.2489,138.2489,138.2489,138.2489,,,,,,,,,,,,,,,,,,,,,
serine,3.42,142.2811,142.2811,142.2811,142.2811,142.2811,,,,,,,,,,,,,,,,,,,,,
serine,3.5,143.5694,143.5694,143.5694,143.5694,143.5694,,,,,,,,,,,,,,,,,,,,,
serine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
serine,3.5,123.9773,123.9773,123.9773,123.9773,123.9773,,,,,,,,,,,,,,,,,,,,,
serine,4.93,103.9602,103.9602,103.9602,103.9602,103.9602,,,,,,,,,,,,,,,,,,,,,
serine,4.93,101.2064,101.2064,101.2064,101.2064,101.2064,,,,,,,,,,,,,,,,,,,,,
serine,4.93,101.9034,101.9034,101.9034,101.9034,101.9034,,,,,,,,,,,,,,,,,,,,,
serine,27,120.8222,150.4247,206.8167,97.5322,88.9451,,,,,,,,,,,,,,,,,,,,,
serine,27,117.8909,,160.5357,101.4113,91.3925,,,,,,,,,,,,,,,,,,,,,
serine,27,113.933,124.2145,146.0041,99.2183,91.3228,,,,,,,,,,,,,,,,,,,,,
serine,35,97.7042,2.6095,,99.0744,111.0933,,,,,,,,,,,,,,,,,,,,,
serine,35,92.2294,1.4417,119.1698,109.2512,110.2679,,,,,,,,,,,,,,,,,,,,,
serine,35,99.7263,4.5707,114.0131,105.4472,114.8226,,,,,,,,,,,,,,,,,,,,,
serine,46,152.4453,210.3557,88.3317,110.2897,91.9348,,,,,,,,,,,,,,,,,,,,,
serine,46,126.9683,171.4614,92.0233,105.6504,90.1136,,,,,,,,,,,,,,,,,,,,,
serine,46,122.4757,149.3203,88.4355,107.4604,90.8598,,,,,,,,,,,,,,,,,,,,,
serine,58,73.06,26.1963,111.4599,145.27,45.0267,,,,,,,,,,,,,,,,,,,,,
serine,58,77.2389,23.3044,108.7752,133.9735,43.8202,,,,,,,,,,,,,,,,,,,,,
serine,58,70.4282,23.925,107.6603,133.0088,42.8674,,,,,,,,,,,,,,,,,,,,,
serine,70,65.7291,,149.866,95.8901,277.3349,,,,,,,,,,,,,,,,,,,,,
serine,70,62.5742,,151.6906,89.4985,218.1701,,,,,,,,,,,,,,,,,,,,,
serine,70,58.1776,,163.5991,91.2055,145.8081,,,,,,,,,,,,,,,,,,,,,
serine,94,56.4675,0,46.8665,107.776,14.1308,,,,,,,,,,,,,,,,,,,,,
serine,94,60.2417,0,45.608,110.8351,14.2152,,,,,,,,,,,,,,,,,,,,,
serine,94,60.5563,0,44.6267,107.2787,13.8166,,,,,,,,,,,,,,,,,,,,,
serine,118,47.397,0,23.9599,55.5442,36.7777,,,,,,,,,,,,,,,,,,,,,
serine,118,42.8931,0,22.9089,51.245,28.155,,,,,,,,,,,,,,,,,,,,,
serine,118,48.0473,0,15.3614,53.1572,30.346,,,,,,,,,,,,,,,,,,,,,
serine,142,47.9864,0,10.6471,40.7903,18.0013,,,,,,,,,,,,,,,,,,,,,
serine,142,46.5602,0,7.7037,39.3647,15.6543,,,,,,,,,,,,,,,,,,,,,
serine,142,45.5714,0,8.6105,41.52,17.6227,,,,,,,,,,,,,,,,,,,,,
serine,166,,0,2.2532,,60.9342,,,,,,,,,,,,,,,,,,,,,
serine,166,,0,0,,56.6132,,,,,,,,,,,,,,,,,,,,,
serine,166,,0,1.021,,73.0177,,,,,,,,,,,,,,,,,,,,,
serine,190,65.5019,52.8581,6.8835,61.6344,18.4711,,,,,,,,,,,,,,,,,,,,,
serine,190,56.7763,57.7187,10.0596,,20.2054,,,,,,,,,,,,,,,,,,,,,
serine,190,56.7676,61.7945,10.3623,49.3689,18.2714,,,,,,,,,,,,,,,,,,,,,
serine,214,75.8844,16.14,23.9152,47.7343,235.373,,,,,,,,,,,,,,,,,,,,,
serine,214,61.805,10.1085,19.8754,39.5075,,,,,,,,,,,,,,,,,,,,,,
serine,214,57.3207,,26.8089,38.3341,60.9657,,,,,,,,,,,,,,,,,,,,,
serine,238,44.6918,5.781,14.3777,24.5467,7.3052,,,,,,,,,,,,,,,,,,,,,
serine,238,41.9636,3.22,13.4442,23.0109,7.914,,,,,,,,,,,,,,,,,,,,,
serine,238,42.185,,12.823,20.0755,9.2936,,,,,,,,,,,,,,,,,,,,,
serine,262,54.7881,,5.9885,11.9867,19.5183,,,,,,,,,,,,,,,,,,,,,
serine,262,50.3901,,4.3901,10.8685,20.66,,,,,,,,,,,,,,,,,,,,,
serine,262,41.3113,,5.1422,13.7194,20.303,,,,,,,,,,,,,,,,,,,,,
serine,362,37.4313,9.0444,14.016,18.3665,20.992,,,,,,,,,,,,,,,,,,,,,
serine,362,39.5819,7.4098,14.5342,20.8839,19.7424,,,,,,,,,,,,,,,,,,,,,
serine,362,38.0952,6.254,11.149,20.0782,23.4537,,,,,,,,,,,,,,,,,,,,,
serine,407,21.704,1.6319,41.7657,16.9368,,,,,,,,,,,,,,,,,,,,,,
serine,407,25.1466,1.9531,32.8411,16.4136,,,,,,,,,,,,,,,,,,,,,,
serine,407,23.5533,0.8254,23.3227,16.407,,,,,,,,,,,,,,,,,,,,,,
serine,698,66.5076,,11.5907,,58.1825,,,,,,,,,,,,,,,,,,,,,
serine,698,70.3711,,13.9278,27.3124,60.7888,,,,,,,,,,,,,,,,,,,,,
serine,698,70.5703,,10.5882,20.5517,58.2823,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0,179.269,179.269,179.269,179.269,179.269,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0,167.9072,167.9072,167.9072,167.9072,167.9072,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0,157.2117,157.2117,157.2117,157.2117,157.2117,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0.5,173.4428,173.4428,173.4428,173.4428,173.4428,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0.5,177.2344,177.2344,177.2344,177.2344,177.2344,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0.5,173.3619,173.3619,173.3619,173.3619,173.3619,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0.75,282.2509,282.2509,282.2509,282.2509,282.2509,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0.75,265.1585,265.1585,265.1585,265.1585,265.1585,,,,,,,,,,,,,,,,,,,,,
glutamic acid,0.75,251.9649,251.9649,251.9649,251.9649,251.9649,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1,195.4191,195.4191,195.4191,195.4191,195.4191,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1,189.7802,189.7802,189.7802,189.7802,189.7802,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1,182.5504,182.5504,182.5504,182.5504,182.5504,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1.25,170.8358,170.8358,170.8358,170.8358,170.8358,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1.25,178.1031,178.1031,178.1031,178.1031,178.1031,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1.25,173.5648,173.5648,173.5648,173.5648,173.5648,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1.87,159.6037,159.6037,159.6037,159.6037,159.6037,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1.87,159.2039,159.2039,159.2039,159.2039,159.2039,,,,,,,,,,,,,,,,,,,,,
glutamic acid,1.87,164.4607,164.4607,164.4607,164.4607,164.4607,,,,,,,,,,,,,,,,,,,,,
glutamic acid,2.58,82.3728,82.3728,82.3728,82.3728,82.3728,,,,,,,,,,,,,,,,,,,,,
glutamic acid,2.58,82.1555,82.1555,82.1555,82.1555,82.1555,,,,,,,,,,,,,,,,,,,,,
glutamic acid,2.58,82.6415,82.6415,82.6415,82.6415,82.6415,,,,,,,,,,,,,,,,,,,,,
glutamic acid,2.67,126.5359,126.5359,126.5359,126.5359,126.5359,,,,,,,,,,,,,,,,,,,,,
glutamic acid,2.67,125.807,125.807,125.807,125.807,125.807,,,,,,,,,,,,,,,,,,,,,
glutamic acid,2.67,126.3291,126.3291,126.3291,126.3291,126.3291,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3,,,,,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3,,,,,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3,,,,,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3.42,198.5841,198.5841,198.5841,198.5841,198.5841,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3.42,191.8637,191.8637,191.8637,191.8637,191.8637,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3.42,189.6851,189.6851,189.6851,189.6851,189.6851,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3.5,214.4708,214.4708,214.4708,214.4708,214.4708,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,3.5,198.697,198.697,198.697,198.697,198.697,,,,,,,,,,,,,,,,,,,,,
glutamic acid,4.93,115.3787,115.3787,115.3787,115.3787,115.3787,,,,,,,,,,,,,,,,,,,,,
glutamic acid,4.93,116.6822,116.6822,116.6822,116.6822,116.6822,,,,,,,,,,,,,,,,,,,,,
glutamic acid,4.93,116.0472,116.0472,116.0472,116.0472,116.0472,,,,,,,,,,,,,,,,,,,,,
glutamic acid,27,192.1404,226.7185,167.423,105.6373,194.5914,,,,,,,,,,,,,,,,,,,,,
glutamic acid,27,189.2498,,147.9113,107.4361,185.6936,,,,,,,,,,,,,,,,,,,,,
glutamic acid,27,192.493,212.2161,137.9194,103.3476,177.6011,,,,,,,,,,,,,,,,,,,,,
glutamic acid,35,169.7441,77.7223,,141.8165,175.2879,,,,,,,,,,,,,,,,,,,,,
glutamic acid,35,169.037,75.0195,159.3706,143.7595,170.1189,,,,,,,,,,,,,,,,,,,,,
glutamic acid,35,165.5864,67.5838,158.6896,142.4497,169.5473,,,,,,,,,,,,,,,,,,,,,
glutamic acid,46,165.5992,257.912,100.5318,181.4635,156.7531,,,,,,,,,,,,,,,,,,,,,
glutamic acid,46,152.1623,231.3758,100.0173,180.2715,156.8148,,,,,,,,,,,,,,,,,,,,,
glutamic acid,46,148.6106,210.2424,98.456,180.4795,154.622,,,,,,,,,,,,,,,,,,,,,
glutamic acid,58,167.1152,135.8805,159.1645,214.3953,123.594,,,,,,,,,,,,,,,,,,,,,
glutamic acid,58,166.5601,129.886,156.4062,204.9573,122.0928,,,,,,,,,,,,,,,,,,,,,
glutamic acid,58,162.2238,129.3735,152.8705,198.7135,119.7172,,,,,,,,,,,,,,,,,,,,,
glutamic acid,70,119.5364,,209.4103,176.173,398.279,,,,,,,,,,,,,,,,,,,,,
glutamic acid,70,118.7536,,200.2179,171.7938,346.082,,,,,,,,,,,,,,,,,,,,,
glutamic acid,70,113.3618,,196.1696,172.3011,282.3079,,,,,,,,,,,,,,,,,,,,,
glutamic acid,94,198.591,54.763,93.8522,179.7134,105.7234,,,,,,,,,,,,,,,,,,,,,
glutamic acid,94,197.7703,53.0114,91.2168,176.3571,106.1414,,,,,,,,,,,,,,,,,,,,,
glutamic acid,94,181.6861,49.5704,90.0491,170.1496,106.4188,,,,,,,,,,,,,,,,,,,,,
glutamic acid,118,106.8109,47.9149,122.006,119.0651,172.1612,,,,,,,,,,,,,,,,,,,,,
glutamic acid,118,110.4359,48.2022,110.7853,115.5334,164.8129,,,,,,,,,,,,,,,,,,,,,
glutamic acid,118,109.6084,52.7744,103.2796,116.5137,167.3936,,,,,,,,,,,,,,,,,,,,,
glutamic acid,142,147.3283,47.4997,87.8028,132.2344,139.4798,,,,,,,,,,,,,,,,,,,,,
glutamic acid,142,142.4117,46.33,86.1567,132.0992,136.128,,,,,,,,,,,,,,,,,,,,,
glutamic acid,142,133.5072,47.1382,89.8696,131.9372,134.0571,,,,,,,,,,,,,,,,,,,,,
