Compound,240301_Sample 17_Cali_neg_ESI_01: Log2,240301_Sample 17_Cali_neg_ESI_02: Log2,240301_Sample 17_Cali_neg_ESI_03: Log2,240307_Sample 19_Sake_neg_ESI_01: Log2,240307_Sample 19_Sake_neg_ESI_02: Log2,240307_Sample 19_Sake_neg_ESI_03: Log2,240308_Sample 15_Pils_neg_ESI_01: Log2,240308_Sample 15_Pils_neg_ESI_02: Log2,240308_Sample 15_Pils_neg_ESI_03: Log2,240312_Sample 24_Cal_neg_ESI_01: Log2,240312_Sample 24_Cal_neg_ESI_02: Log2,240312_Sample 24_Cal_neg_ESI_03: Log2,240312_Sample 28_Pils_neg_ESI_01: Log2,240312_Sample 28_Pils_neg_ESI_02: Log2,240312_Sample 28_Pils_neg_ESI_03: Log2,240313_Sample 27_Pils_neg_ESI_01: Log2,240313_Sample 27_Pils_neg_ESI_02: Log2,240313_Sample 27_Pils_neg_ESI_03: Log2,240314_Sample 18_Eng_neg_ESI_01: Log2,240314_Sample 18_Eng_neg_ESI_02: Log2,240314_Sample 18_Eng_neg_ESI_03: Log2,240314_Sample 21_Sake_neg_ESI_01: Log2,240314_Sample 21_Sake_neg_ESI_02: Log2,240314_Sample 21_Sake_neg_ESI_03: Log2,240315_Sample 16_Cal_neg_ESI_01: Log2,240315_Sample 16_Cal_neg_ESI_02: Log2,240315_Sample 16_Cal_neg_ESI_03: Log2,240315_Sample 21_Bel_neg_ESI_01: Log2,240315_Sample 21_Bel_neg_ESI_02: Log2,240315_Sample 21_Bel_neg_ESI_03: Log2,240316_Sample 17_Bel_neg_ESI_01: Log2,240316_Sample 17_Bel_neg_ESI_02: Log2,240316_Sample 17_Bel_neg_ESI_03: Log2,240316_Sample 18_Sake_neg_ESI_01: Log2,240316_Sample 18_Sake_neg_ESI_02: Log2,240316_Sample 18_Sake_neg_ESI_03: Log2,240319_Sample 17_Pils_neg_ESI_01: Log2,240319_Sample 17_Pils_neg_ESI_02: Log2,240319_Sample 17_Pils_neg_ESI_03: Log2,240320_Sample 13_PO2_neg_ESI_01: Log2,240320_Sample 13_PO2_neg_ESI_02: Log2,240320_Sample 13_PO2_neg_ESI_03: Log2,240320_Sample 14_Cal_neg_ESI_01: Log2,240320_Sample 14_Cal_neg_ESI_02: Log2,240320_Sample 14_Cal_neg_ESI_03: Log2,240320_Sample 20_Bel_neg_ESI_01: Log2,240320_Sample 20_Bel_neg_ESI_02: Log2,240320_Sample 20_Bel_neg_ESI_03: Log2,240320_Sample 22_Sake_neg_ESI_01: Log2,240320_Sample 22_Sake_neg_ESI_02: Log2,240320_Sample 22_Sake_neg_ESI_03: Log2,240321_Sample 21_Cal_neg_ESI_01: Log2,240321_Sample 21_Cal_neg_ESI_02: Log2,240321_Sample 21_Cal_neg_ESI_03: Log2,240321_Sample 26_Pils_neg_ESI_01: Log2,240321_Sample 26_Pils_neg_ESI_02: Log2,240321_Sample 26_Pils_neg_ESI_03: Log2,240322_Sample 17_Eng_neg_ESI_01: Log2,240322_Sample 17_Eng_neg_ESI_02: Log2,240322_Sample 17_Eng_neg_ESI_03: Log2,240322_Sample 18_Pils_neg_ESI_01: Log2,240322_Sample 18_Pils_neg_ESI_02: Log2,240322_Sample 18_Pils_neg_ESI_03: Log2,240322_Sample 26_Bel_neg_ESI_01: Log2,240322_Sample 26_Bel_neg_ESI_02: Log2,240322_Sample 26_Bel_neg_ESI_03: Log2,240323_Sample 20_Eng_neg_ESI_01: Log2,240323_Sample 20_Eng_neg_ESI_02: Log2,240323_Sample 20_Eng_neg_ESI_03: Log2,240323_Sample 22_Pils_neg_ESI_01: Log2,240323_Sample 22_Pils_neg_ESI_02: Log2,240323_Sample 22_Pils_neg_ESI_03: Log2,240325_Sample 19_Bel_neg_ESI_01: Log2,240325_Sample 19_Bel_neg_ESI_02: Log2,240325_Sample 19_Bel_neg_ESI_03: Log2,240325_Sample 24_Pils_neg_ESI_01: Log2,240325_Sample 24_Pils_neg_ESI_02: Log2,240325_Sample 24_Pils_neg_ESI_03: Log2,240327_Sample 27_Cal_neg_ESI_01: Log2,240327_Sample 27_Cal_neg_ESI_02: Log2,240327_Sample 27_Cal_neg_ESI_03: Log2,240327_Sample 27_Eng_neg_ESI_01: Log2,240327_Sample 27_Eng_neg_ESI_02: Log2,240327_Sample 27_Eng_neg_ESI_03: Log2,240426_Sample 16_Eng_neg_ESI_01: Log2,240426_Sample 16_Eng_neg_ESI_02: Log2,240426_Sample 16_Eng_neg_ESI_03: Log2,240430_Sample 19_Eng_neg_ESI_01: Log2,240430_Sample 19_Eng_neg_ESI_02: Log2,240430_Sample 19_Eng_neg_ESI_03: Log2,240430_Sample 21_Pils_neg_ESI_01: Log2,240430_Sample 21_Pils_neg_ESI_02: Log2,240430_Sample 21_Pils_neg_ESI_03: Log2,240502_Sample 20_Cal_neg_ESI_01: Log2,240502_Sample 20_Cal_neg_ESI_02: Log2,240502_Sample 20_Cal_neg_ESI_03: Log2,240524_Sample 14_Sake_neg_ESI_01: Log2,240524_Sample 14_Sake_neg_ESI_02: Log2,240524_Sample 14_Sake_neg_ESI_03: Log2,240524_Sample 27_Bel_neg_ESI_01: Log2,240524_Sample 27_Bel_neg_ESI_02: Log2,240524_Sample 27_Bel_neg_ESI_03: Log2,240528_Sample 16_Bel_neg_ESI_01: Log2,240528_Sample 16_Bel_neg_ESI_02: Log2,240528_Sample 16_Bel_neg_ESI_03: Log2,240528_Sample 23_Pills_neg_ESI_01: Log2,240528_Sample 23_Pills_neg_ESI_02: Log2,240528_Sample 23_Pills_neg_ESI_03: Log2,240529_Sample 16_Pills_neg_ESI_01: Log2,240529_Sample 16_Pills_neg_ESI_02: Log2,240529_Sample 16_Pills_neg_ESI_03: Log2,240530_Sample 14_Eng_neg_ESI_01: Log2,240530_Sample 14_Eng_neg_ESI_02: Log2,240530_Sample 14_Eng_neg_ESI_03: Log2,240530_Sample 15_Sake_neg_ESI_01: Log2,240530_Sample 15_Sake_neg_ESI_02: Log2,240530_Sample 15_Sake_neg_ESI_03: Log2,240530_Sample 24_Eng_neg_ESI_01: Log2,240530_Sample 24_Eng_neg_ESI_02: Log2,240530_Sample 24_Eng_neg_ESI_03: Log2,240531_Sample 15_Cal_neg_ESI_01: Log2,240531_Sample 15_Cal_neg_ESI_02: Log2,240531_Sample 15_Cal_neg_ESI_03: Log2,240531_Sample 19_Pills_neg_ESI_01: Log2,240531_Sample 19_Pills_neg_ESI_02: Log2,240531_Sample 19_Pills_neg_ESI_03: Log2,240531_Sample 23_Cal_neg_ESI_01: Log2,240531_Sample 23_Cal_neg_ESI_02: Log2,240531_Sample 23_Cal_neg_ESI_03: Log2,240531_Sample 23_Eng_neg_ESI_01: Log2,240531_Sample 23_Eng_neg_ESI_02: Log2,240531_Sample 23_Eng_neg_ESI_03: Log2,240614_Sample 14_pills_neg_ESI_01: Log2,240614_Sample 14_pills_neg_ESI_02: Log2,240614_Sample 14_pills_neg_ESI_03: Log2,240614_Sample 15_Bel_neg_ESI_01: Log2,240614_Sample 15_Bel_neg_ESI_02: Log2,240614_Sample 15_Bel_neg_ESI_03: Log2,240614_Sample 16_Sake_neg_ESI_01: Log2,240614_Sample 16_Sake_neg_ESI_02: Log2,240614_Sample 16_Sake_neg_ESI_03: Log2,240614_Sample 23_Sake_neg_ESI_01: Log2,240614_Sample 23_Sake_neg_ESI_02: Log2,240614_Sample 23_Sake_neg_ESI_03: Log2,240614_Sample 26_Cali_neg_ESI_01: Log2,240614_Sample 26_Cali_neg_ESI_02: Log2,240614_Sample 26_Cali_neg_ESI_03: Log2,240701_Sample 21_Eng_neg_ESI_01: Log2,240701_Sample 21_Eng_neg_ESI_02: Log2,240701_Sample 21_Eng_neg_ESI_03: Log2,240701_Sample 24_Sake_neg_ESI_01: Log2,240701_Sample 24_Sake_neg_ESI_02: Log2,240701_Sample 24_Sake_neg_ESI_03: Log2,240701_Sample 26_Eng_neg_ESI_01: Log2,240701_Sample 26_Eng_neg_ESI_02: Log2,240701_Sample 26_Eng_neg_ESI_03: Log2,240702_Sample 26_Sake_neg_ESI_01: Log2,240702_Sample 26_Sake_neg_ESI_02: Log2,240702_Sample 26_Sake_neg_ESI_03: Log2,240702_Sample 28_Cal_neg_ESI_01: Log2,240702_Sample 28_Cal_neg_ESI_02: Log2,240702_Sample 28_Cal_neg_ESI_03: Log2,240703_Sample 28_Sake_neg_ESI_01: Log2,240703_Sample 28_Sake_neg_ESI_02: Log2,240703_Sample 28_Sake_neg_ESI_03: Log2,240708_Sample 23_Bel_neg_ESI_01: Log2,240708_Sample 23_Bel_neg_ESI_02: Log2,240708_Sample 23_Bel_neg_ESI_03: Log2,240708_Sample 25_Eng_neg_ESI_01: Log2,240708_Sample 25_Eng_neg_ESI_02: Log2,240708_Sample 25_Eng_neg_ESI_03: Log2,240708_Sample 25_Pils_neg_ESI_01: Log2,240708_Sample 25_Pils_neg_ESI_02: Log2,240708_Sample 25_Pils_neg_ESI_03: Log2,240708_Sample 28_Bel_neg_ESI_01: Log2,240708_Sample 28_Bel_neg_ESI_02: Log2,240708_Sample 28_Bel_neg_ESI_03: Log2,240709_Sample 24_Bel_neg_ESI_01: Log2,240709_Sample 24_Bel_neg_ESI_02: Log2,240709_Sample 24_Bel_neg_ESI_03: Log2,240709_Sample 27_Sake_neg_ESI_01: Log2,240709_Sample 27_Sake_neg_ESI_02: Log2,240709_Sample 27_Sake_neg_ESI_03: Log2,240710_Sample 14_Bel_neg_ESI_01: Log2,240710_Sample 14_Bel_neg_ESI_02: Log2,240710_Sample 14_Bel_neg_ESI_03: Log2,240710_Sample 18_Bel_neg_ESI_01: Log2,240710_Sample 18_Bel_neg_ESI_02: Log2,240710_Sample 18_Bel_neg_ESI_03: Log2,240710_Sample 18_Cal_neg_ESI_01: Log2,240710_Sample 18_Cal_neg_ESI_02: Log2,240710_Sample 18_Cal_neg_ESI_03: Log2,240710_Sample 25_Cal_neg_ESI_01: Log2,240710_Sample 25_Cal_neg_ESI_02: Log2,240710_Sample 25_Cal_neg_ESI_03: Log2,240711_Sample 17_Sake_neg_ESI_01: Log2,240711_Sample 17_Sake_neg_ESI_02: Log2,240711_Sample 17_Sake_neg_ESI_03: Log2,240711_Sample 20_Pils_neg_ESI_01: Log2,240711_Sample 20_Pils_neg_ESI_02: Log2,240711_Sample 20_Pils_neg_ESI_03: Log2,240711_Sample 20_Sake_neg_ESI_01: Log2,240711_Sample 20_Sake_neg_ESI_02: Log2,240711_Sample 20_Sake_neg_ESI_03: Log2,240712_Sample 22_Bel_neg_ESI_01: Log2,240712_Sample 22_Bel_neg_ESI_02: Log2,240712_Sample 22_Bel_neg_ESI_03: Log2,240712_Sample 25_Sake_neg_ESI_01: Log2,240712_Sample 25_Sake_neg_ESI_02: Log2,240712_Sample 25_Sake_neg_ESI_03: Log2,240712_Sample 28_Eng_neg_ESI_01: Log2,240712_Sample 28_Eng_neg_ESI_02: Log2,240712_Sample 28_Eng_neg_ESI_03: Log2,240716_Sample 15_Eng_neg_ESI_01: Log2,240716_Sample 15_Eng_neg_ESI_02: Log2,240716_Sample 15_Eng_neg_ESI_03: Log2,240716_Sample 19_Cal_neg_ESI_01: Log2,240716_Sample 19_Cal_neg_ESI_02: Log2,240716_Sample 19_Cal_neg_ESI_03: Log2,240716_Sample 22_Cal_neg_ESI_01: Log2,240716_Sample 22_Cal_neg_ESI_02: Log2,240716_Sample 22_Cal_neg_ESI_03: Log2,240716_Sample 22_Eng_neg_ESI_01: Log2,240716_Sample 22_Eng_neg_ESI_02: Log2,240716_Sample 22_Eng_neg_ESI_03: Log2,240717_Sample 25_Bel_neg_ESI_01: Log2,240717_Sample 25_Bel_neg_ESI_02: Log2,240717_Sample 25_Bel_neg_ESI_03: Log2
log2_hrs,6.15,6.15,6.15,6.89,6.89,6.89,5.55,5.55,5.55,7.90,7.90,7.90,9.45,9.45,9.45,8.67,8.67,8.67,6.57,6.57,6.57,7.38,7.38,7.38,5.88,5.88,5.88,7.38,7.38,7.38,6.15,6.15,6.15,6.57,6.57,6.57,6.15,6.15,6.15,4.79,4.79,4.79,5.17,5.17,5.17,7.16,7.16,7.16,7.58,7.58,7.58,7.38,7.38,7.38,8.50,8.50,8.50,6.15,6.15,6.15,6.57,6.57,6.57,8.50,8.50,8.50,7.16,7.16,7.16,7.58,7.58,7.58,6.89,6.89,6.89,7.90,7.90,7.90,8.67,8.67,8.67,8.67,8.67,8.67,5.88,5.88,5.88,6.89,6.89,6.89,7.38,7.38,7.38,7.16,7.16,7.16,5.17,5.17,5.17,8.67,8.67,8.67,5.88,5.88,5.88,7.75,7.75,7.75,5.88,5.88,5.88,5.17,5.17,5.17,5.55,5.55,5.55,7.90,7.90,7.90,5.55,5.55,5.55,6.89,6.89,6.89,7.75,7.75,7.75,7.75,7.75,7.75,5.17,5.17,5.17,5.55,5.55,5.55,5.88,5.88,5.88,7.75,7.75,7.75,8.50,8.50,8.50,7.38,7.38,7.38,7.90,7.90,7.90,8.50,8.50,8.50,8.50,8.50,8.50,9.45,9.45,9.45,9.45,9.45,9.45,7.75,7.75,7.75,8.04,8.04,8.04,8.04,8.04,8.04,9.45,9.45,9.45,7.90,7.90,7.90,8.67,8.67,8.67,5.17,5.17,5.17,6.57,6.57,6.57,6.57,6.57,6.57,8.04,8.04,8.04,6.15,6.15,6.15,7.16,7.16,7.16,7.16,7.16,7.16,7.58,7.58,7.58,8.04,8.04,8.04,9.45,9.45,9.45,5.55,5.55,5.55,6.89,6.89,6.89,7.58,7.58,7.58,7.58,7.58,7.58,8.04,8.04,8.04
192.0271,25.426882,25.726927,25.68552,25.442616,25.676903,25.663301,25.770367,25.881605,25.863937,25.521608,25.768515,25.752932,25.434109,25.814518,25.626911,25.392683,25.736052,25.699509,25.438646,26.038647,25.989416,25.711226,25.94794,25.94219,25.519339,25.70403,25.746122,25.384491,25.675543,25.650995,25.59926,25.65649,25.72916,25.580713,25.750586,25.739521,25.749413,25.846899,25.83608,25.674372,25.828566,25.80731,25.463572,25.70919,25.702301,25.366741,25.698435,25.661947,25.241018,25.661564,25.55713,25.518747,25.743965,25.730995,25.456688,25.787994,25.789597,25.695835,25.884912,25.810717,25.882158,26.067228,26.06463,25.554344,25.800611,25.844963,25.604795,25.87857,25.857668,25.69749,25.951769,25.927885,25.399578,25.588575,25.573294,25.396551,25.722132,25.712626,25.328482,25.61819,25.64166,25.356415,25.650883,25.638092,25.446054,25.777046,25.773592,24.975721,25.859756,25.821539,25.21636,25.596415,25.565197,25.06013,25.316631,25.34634,25.347477,25.430244,25.537092,25.179474,25.528694,25.49238,25.203873,25.393982,25.368736,25.105991,25.469053,25.39793,25.37999,25.596087,25.548128,25.115376,25.445524,25.409966,25.20038,25.476902,25.517475,25.094566,25.348097,25.374342,25.219074,25.419233,25.277275,25.334711,25.621967,25.512178,25.110722,25.323172,25.347681,25.197754,25.454596,25.438744,24.708403,25.17332,25.181606,24.94913,25.049086,25.097364,24.947603,25.062319,25.05604,24.625849,24.823156,24.890657,24.694048,24.86642,24.84439,24.824303,25.117306,25.162804,24.521275,24.938717,24.954432,24.774893,25.125414,25.092585,24.501432,24.901178,24.892544,24.54015,24.993185,25.00568,24.480839,24.924673,24.940004,24.83354,25.222046,25.211966,24.825655,25.15586,25.158022,24.738474,25.21565,25.149317,24.720762,25.135773,25.138773,24.79125,25.054274,25.146492,24.485874,24.983248,24.976551,24.804953,25.10568,25.093645,24.691277,25.078827,25.059124,24.631617,24.980501,25.003931,24.614784,25.04083,25.048773,24.751625,25.029224,25.019411,24.819607,25.129656,25.122862,24.69304,25.06553,24.969837,24.759954,25.042639,25.07027,24.237696,24.632008,24.593466,24.386257,24.682713,24.71019,24.804073,25.007244,25.050035,23.504984,24.830183,24.921505,24.59727,24.945324,24.950415,24.615068,24.890793,24.988298,24.715773,25.102728,25.05164
362.2088,19.869827,19.99548,19.99655,19.337395,19.661612,19.642223,24.642773,24.629269,24.594967,22.351257,22.355097,22.27558,21.866838,21.740965,21.608093,19.326351,19.365013,19.583801,20.458004,20.443762,20.366816,22.44212,22.14091,22.249313,20.9039,21.050673,21.026766,20.09161,20.617683,20.307484,18.41529,18.664715,18.650974,22.113535,22.135416,22.052414,23.628298,23.92717,23.937494,25.073322,25.07777,25.059135,24.46152,24.469793,24.47585,20.599047,20.421093,20.559162,20.735579,20.794746,20.907402,22.206547,22.28767,22.281816,19.616978,19.728155,19.629978,23.579102,23.585855,23.58625,22.956102,22.952414,22.961823,21.609434,21.247505,21.28549,21.076359,20.932878,21.170574,22.447264,22.692158,22.381117,19.718931,19.73575,19.71028,19.210493,19.299599,19.4199,22.597225,22.484539,22.75628,22.053518,22.100317,22.168665,23.809166,23.907547,23.871405,19.212864,18.835878,19.152487,21.37755,21.450176,21.440884,22.446672,22.563126,22.644346,23.734142,23.795734,23.813873,21.583546,21.60888,21.526215,19.794888,19.876766,19.991875,21.033127,21.374557,21.315973,23.495518,23.49922,23.489267,23.707586,23.698969,23.73392,23.11709,23.180933,23.12524,21.377878,21.422495,21.417154,22.887709,22.853561,22.863117,21.339914,21.443773,21.45689,22.043482,22.107952,22.118748,21.853386,21.84411,21.855917,23.099363,23.214634,23.283028,22.026093,22.04036,22.099854,20.351753,20.413383,20.229076,19.317896,19.20545,19.331863,20.657276,20.697197,20.579306,20.134014,20.083422,20.351305,17.975645,18.343988,18.27013,21.909954,21.92582,21.988005,17.05578,17.213276,17.261663,21.221464,21.266405,21.26901,18.483131,18.318516,18.35893,19.655758,19.970133,19.817371,20.795322,20.536846,20.65486,16.191832,16.24865,16.176699,20.419464,20.2661,20.142565,19.860918,19.830956,19.868189,19.88356,19.698975,19.917467,23.11816,23.120363,23.157942,17.536657,17.415436,17.195986,18.247734,18.104782,18.378836,20.555712,20.558067,20.596033,17.204964,20.129225,20.211615,19.326801,16.2918,19.234577,18.99047,18.946556,18.998478,19.255365,19.324461,19.457157,17.53231,17.093025,16.791492,21.900215,22.446209,22.162054,22.433468,22.471855,22.497534,20.532764,20.58959,20.760338,21.282013,21.283401,21.39729,20.312685,20.29312,20.389004,19.243439,19.240301,19.226702
362.2089,24.280262,22.762415,24.26991,23.05179,24.021282,24.080683,25.23438,25.168133,25.137852,24.076342,24.786703,23.55216,23.672588,23.550842,24.332392,24.499792,24.428627,24.318033,24.21281,25.232357,24.584787,24.126959,24.615183,24.521927,24.079807,24.058846,23.966867,23.637846,23.81294,20.31186,23.953127,23.399666,23.834883,23.515562,23.663492,24.424301,25.001137,23.965855,24.398804,24.259928,24.36886,23.826986,25.00516,24.427835,25.007534,24.551157,23.800322,23.83863,23.391815,23.885975,23.72884,24.078978,24.100817,23.713263,24.130756,23.98568,23.948881,24.54222,24.543499,24.47229,24.889057,24.88983,24.85765,24.149685,23.744493,23.896017,24.911598,24.371216,24.355558,24.729748,24.732874,24.711535,23.331144,23.363937,23.323376,23.931015,23.657333,23.651844,23.820152,24.259064,23.881227,23.825287,23.831564,24.00757,23.400122,23.425213,23.377739,23.401493,23.310738,23.174255,22.987257,22.556967,22.93806,22.836548,22.696468,22.674809,23.584974,23.290215,23.257145,22.382355,22.788002,23.542799,23.450935,22.758009,22.750572,22.763546,22.772963,22.723629,23.470703,23.479292,23.482788,23.546225,24.22388,23.460447,23.561653,24.071306,23.560297,23.159517,23.214502,22.746086,23.45924,24.030128,23.417303,23.297586,23.321514,22.91553,23.186682,23.165789,23.233616,23.125433,23.15972,23.101686,23.050167,23.067783,23.094687,22.92439,22.919533,22.96081,22.633963,22.07607,22.90703,22.374783,22.300127,22.350454,22.381353,22.410715,18.115978,23.467937,22.868391,22.866495,22.573622,22.59527,22.58141,23.14587,23.104193,23.136969,22.597698,22.507011,22.480803,22.581556,22.86257,22.837599,22.552893,22.808126,22.577408,22.981588,22.999561,23.020506,23.127493,23.113766,23.167921,23.034632,22.944696,22.972933,22.889389,22.525274,22.889503,23.021227,22.978067,23.021301,23.203192,22.79528,22.81046,23.194508,23.23069,23.235926,22.55292,22.55173,22.549208,22.94112,22.923853,22.955393,22.977262,22.981615,22.988483,22.970623,22.987183,23.04147,23.020435,23.006016,23.053877,22.795502,22.822819,22.833984,22.806221,22.85142,22.348362,22.408138,22.438953,22.47293,23.028198,23.040337,23.055876,22.69791,22.93013,22.983078,23.14496,23.148045,23.223461,22.730835,23.182724,22.836182,22.669292,22.651873,22.657328,23.193514,23.258486,22.811579
348.1932,22.266447,22.334513,22.328444,21.563833,21.642813,21.659777,24.6686,24.683748,24.622534,23.428864,23.40834,23.38143,22.80264,22.71263,22.588749,21.667772,21.811634,21.712675,22.431139,22.410448,22.385735,23.30285,23.253036,23.188572,22.787983,22.865181,22.849417,22.052656,22.129839,22.08281,21.740925,21.811012,21.782001,23.143843,23.110456,23.055084,24.031197,24.062395,24.062496,25.102467,25.08945,25.06427,24.568432,24.568415,24.57419,22.295197,22.340017,22.314629,22.303766,22.393116,22.351595,23.186481,23.208878,23.223484,21.919949,21.968782,21.920994,23.836199,23.834856,23.787842,23.862717,23.859802,23.814209,22.608318,22.490639,22.49166,22.363718,22.437597,22.412386,23.23045,23.328098,23.254986,21.359945,21.401823,21.36454,21.44879,21.532938,21.540436,23.103643,23.17946,23.174236,22.925152,22.970352,22.966984,24.004738,24.073217,24.079739,21.872213,21.913145,21.904892,22.71723,22.900177,22.858616,23.461943,23.448412,23.442776,23.859663,23.945457,23.929775,22.584044,22.51289,22.471012,22.020979,22.050726,22.013363,22.102476,22.184109,22.284443,23.675077,23.64053,23.627317,23.66642,23.732233,23.715683,23.463976,23.487082,23.452013,22.377787,22.480282,22.462023,23.357952,23.36704,23.345533,22.383797,22.454958,22.431112,22.710571,22.77153,22.776709,22.498169,22.544224,22.562317,23.203127,23.263422,23.316313,22.590118,22.580055,22.62594,21.711763,21.774914,21.647629,20.778828,20.715372,20.7458,21.545628,21.552992,21.413809,21.116287,21.23428,21.292507,20.522774,20.705742,20.749783,22.489359,22.50958,22.524458,20.151176,20.23475,20.232246,22.008629,22.038338,22.045343,20.31249,20.422327,20.493914,21.215021,21.469343,21.53751,21.936148,22.278366,22.287594,19.493477,19.587894,19.677471,21.35391,21.302422,21.264465,21.105812,21.189775,21.227905,21.068727,21.021618,20.994093,23.178118,23.203531,23.220911,20.14553,20.09128,20.102615,20.915928,20.931997,20.949608,21.794353,21.82354,21.904383,21.660418,21.67008,21.719578,21.10508,21.122334,21.125004,20.872612,20.935024,20.928356,20.667706,20.938253,20.988316,18.964025,19.179129,18.995779,21.971416,22.20115,22.325293,22.61897,22.687786,22.67265,21.746222,21.848484,21.855352,21.957159,22.03528,22.089752,21.115833,21.150383,21.178223,21.036373,21.114717,21.10703
118.0266,22.99474,22.82062,22.797842,23.371515,23.320116,23.33569,21.153923,21.11719,21.071777,23.520367,23.292711,23.262316,25.0792,24.87192,24.890358,25.08334,24.905659,24.875284,23.156548,23.073215,23.056332,25.162584,24.957985,24.94062,22.486975,22.475441,22.45015,23.894312,23.708885,23.71272,23.055153,22.960302,22.92034,22.96462,22.882462,22.856194,23.864363,23.846964,23.839369,20.60348,20.743887,20.73799,20.948442,20.950182,20.93084,23.752293,23.612488,23.508482,23.512054,23.39406,23.36147,23.26906,23.164143,23.195759,25.152325,24.91476,24.918657,22.001577,21.985128,21.973398,24.772472,24.665743,24.635906,24.530838,24.333662,24.316795,23.409594,23.255909,23.254927,25.238894,24.980772,25.032589,23.419037,23.367847,23.357662,24.991234,24.834019,24.834568,23.544548,23.401985,23.405598,23.574238,23.433477,23.412212,21.765726,21.632215,21.62301,23.353048,23.187508,23.146296,23.480263,23.426645,23.391737,22.94277,22.791885,22.767986,20.430826,20.525269,20.533566,24.213415,24.091808,24.076096,22.332039,22.374142,22.339972,24.686632,24.580189,24.552664,22.004486,22.010777,22.031782,20.39539,20.418356,20.385633,20.86218,20.979176,20.978289,23.057495,23.004917,22.984264,21.49182,21.560003,21.536474,24.418972,24.3837,24.367188,22.967066,22.854174,22.899975,23.159187,23.072392,23.032326,20.014982,20.171606,20.115349,21.479816,21.517662,21.504148,21.214344,21.219238,21.196865,22.574272,22.622507,22.6693,22.61307,22.607685,22.582056,22.456388,22.47757,22.539433,22.523117,22.63191,22.6563,22.767248,22.800346,22.789394,22.479624,22.585796,22.517618,22.654232,22.735968,22.762587,22.512617,22.578232,22.628912,23.271011,23.314571,23.314323,22.553448,22.657892,22.65177,24.183912,24.178986,24.187565,23.487087,23.567074,23.577753,23.227402,23.27103,23.28319,22.510878,22.611174,22.64098,20.393147,20.679869,20.67997,22.191727,22.358044,22.369795,22.004696,22.13316,22.120094,22.39348,22.44065,22.44775,21.150116,21.362,21.349468,23.758236,23.830872,23.821867,22.423998,22.518856,22.5378,23.044596,23.07987,23.08728,22.353369,22.452711,22.411694,22.557941,22.628592,22.602854,19.787876,20.101467,20.102556,22.010523,22.110243,22.116177,22.197546,22.272774,22.267849,22.250708,22.338345,22.35402,23.228289,23.303427,23.276176
348.1936,23.509216,23.48586,23.515875,23.112148,23.19309,22.07573,24.24397,24.23931,24.200758,24.069118,24.03413,23.981432,23.58111,23.570454,23.530518,23.610722,23.625776,23.56496,24.31441,24.833147,24.232292,24.651905,24.557394,24.554483,23.99263,23.981464,23.987097,23.973488,23.898472,23.92109,24.114012,24.071638,24.073166,24.08264,24.060343,24.060898,24.131361,23.396553,24.18876,24.180485,24.141796,23.489641,23.580997,24.186558,24.217903,23.409866,24.155968,24.060888,23.415867,24.002766,23.964024,24.10046,23.484352,23.458897,24.008665,24.0328,23.387312,23.820436,23.657804,23.624905,24.09199,24.119587,24.350294,24.01506,23.98757,23.144695,23.870342,23.875069,23.52953,24.22653,24.169432,23.875124,23.530476,23.558348,22.94446,23.565594,23.503906,22.997797,23.227093,23.270088,23.80211,23.262396,23.297642,23.268986,22.616234,22.576023,22.554285,22.997818,23.066286,22.849487,22.509207,22.483023,22.497957,21.844555,22.74681,22.804033,22.403965,22.489784,22.95027,22.991552,22.169022,23.050125,23.017532,23.068777,22.345161,22.322643,22.239592,22.976393,23.380064,22.66383,23.385632,22.50657,22.701853,22.644234,22.704159,22.687963,22.695408,22.596874,22.60989,22.11329,22.604933,22.654455,22.566748,22.57944,22.421768,22.573696,22.510675,22.240446,23.267725,22.602428,22.551558,22.55592,22.25363,22.238886,21.4772,22.200981,22.193136,22.2681,22.003965,21.997843,21.516966,21.93922,21.840067,21.882282,21.703438,21.750824,21.596333,22.195757,21.84467,22.424871,22.316683,22.260921,22.290022,22.512712,22.495394,22.518656,22.14364,22.148796,22.081865,22.216785,22.220387,22.211315,22.085724,22.150719,22.111612,22.426672,22.45224,22.48291,22.493769,22.081442,22.434631,22.436811,22.351326,22.388582,22.424185,22.382643,22.384974,22.433895,22.446856,21.982323,22.242111,22.25597,22.26375,22.259125,22.264877,22.243238,22.123123,22.141396,22.17457,22.330526,22.22947,21.943518,22.271955,22.250412,22.341938,22.266129,22.232744,22.25212,22.239302,22.32784,22.283697,22.169275,22.151943,22.115448,22.207216,22.212484,22.215012,22.0378,22.020966,22.007431,22.454035,22.443354,22.423744,21.955067,22.112228,22.167282,22.784388,22.881691,22.247778,22.809824,22.818308,22.82044,21.582287,22.82885,22.789047,21.98758,22.934935,22.879976
